item;alias;description;sessionuid;road;stretchs;pk;sentido
943;COR-MAG-A1-BT-A;COR-MAG-A1-BT-A;COR-MAG-A1-BT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
944;COR-MAG-E1-BT-A;COR-MAG-E1-BT-A;COR-MAG-E1-BT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
945;COR-MAG-F1-BT-A;COR-MAG-F1-BT-A;COR-MAG-F1-BT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
946;COR-MAG-F2-BT-A;COR-MAG-F2-BT-A;COR-MAG-F2-BT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
947;COR-INT-CS-SAI-B;COR-INT-CS-SAI-B;COR-INT-CS-SAI-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
948;COR-MAGDIF-CSA-SAI-CS-SAI-B;COR-MAGDIF-CSA-SAI-CS-SAI-B;COR-MAGDIF-CSA-SAI-CS-SAI-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
949;COR-MAGDIF-ITS1-SAI-B;COR-MAGDIF-ITS1-SAI-B;COR-MAGDIF-ITS1-SAI-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
950;COR-MAGDIF-CSG-3-SAI-B;COR-MAGDIF-CSG-3-SAI-B;COR-MAGDIF-CSG-3-SAI-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
951;COR-MAGDIF-ITS-SAI-B;COR-MAGDIF-ITS-SAI-B;COR-MAGDIF-ITS-SAI-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
952;COR-MAGDIF-CS-BT-B;COR-MAGDIF-CS-BT-B;COR-MAGDIF-CS-BT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
953;COR-MAG-A1-BT-B;COR-MAG-A1-BT-B;COR-MAG-A1-BT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
954;COR-MAG-E1-BT-B;COR-MAG-E1-BT-B;COR-MAG-E1-BT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
955;COR-MAG-F1-BT-B;COR-MAG-F1-BT-B;COR-MAG-F1-BT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
956;COR-MAG-F2-BT-B;COR-MAG-F2-BT-B;COR-MAG-F2-BT-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
957;COR-MAGDIF-CS-ITS-A;COR-MAGDIF-CS-ITS-A;COR-MAGDIF-CS-ITS-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
958;COR-MAG-A1-ITS-A;COR-MAG-A1-ITS-A;COR-MAG-A1-ITS-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
959;COR-MAG-E1-ITS-A;COR-MAG-E1-ITS-A;COR-MAG-E1-ITS-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
960;COR-MAG-F1-ITS-A;COR-MAG-F1-ITS-A;COR-MAG-F1-ITS-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
961;COR-MAG-F2-ITS-A;COR-MAG-F2-ITS-A;COR-MAG-F2-ITS-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
962;COR-MAGDIF-CS-ITS-B;COR-MAGDIF-CS-ITS-B;COR-MAGDIF-CS-ITS-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
963;COR-MAG-A1-ITS-B;COR-MAG-A1-ITS-B;COR-MAG-A1-ITS-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
964;COR-MAG-E1-ITS-B;COR-MAG-E1-ITS-B;COR-MAG-E1-ITS-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
965;COR-MAG-F1-ITS-B;COR-MAG-F1-ITS-B;COR-MAG-F1-ITS-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
966;COR-MAG-F2-ITS-B;COR-MAG-F2-ITS-B;COR-MAG-F2-ITS-B;AP7 - AUSOL II;COR-TUNEL;151+823;CA
967;EST-MAG-CSA-SAI;EST-MAG-CSA-SAI;EST-MAG-CSA-SAI;AP7 - AUSOL II;EST-TUNEL;177+229;CA
968;EST-MAGDIF-MAN-CSA-SAI;EST-MAGDIF-MAN-CSA-SAI;EST-MAGDIF-MAN-CSA-SAI;AP7 - AUSOL II;EST-TUNEL;177+229;CA
969;EST-MAGDIF-AA1-SC;EST-MAGDIF-AA1-SC;EST-MAGDIF-AA1-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
970;EST-MAGDIF-AA2-SC;EST-MAGDIF-AA2-SC;EST-MAGDIF-AA2-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
971;EST-MAGDIF-AA6-SM;EST-MAGDIF-AA6-SM;EST-MAGDIF-AA6-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA
972;EST-MAGDIF-AA5-SM;EST-MAGDIF-AA5-SM;EST-MAGDIF-AA5-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA
973;EST-MAGDIF-AE9-SM;EST-MAGDIF-AE9-SM;EST-MAGDIF-AE9-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA
974;EST-MAGDIF-AE10-SC;EST-MAGDIF-AE10-SC;EST-MAGDIF-AE10-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
975;EST-MAGDIF-A11-SC;EST-MAGDIF-A11-SC;EST-MAGDIF-A11-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
976;EST-MAGDIF-A12-SC;EST-MAGDIF-A12-SC;EST-MAGDIF-A12-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
977;EST-MAGDIF-A13-SM;EST-MAGDIF-A13-SM;EST-MAGDIF-A13-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA
978;EST-MAGDIF-A14-SM;EST-MAGDIF-A14-SM;EST-MAGDIF-A14-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA
979;EST-INT-CSA-RED;EST-INT-CSA-RED;EST-INT-CSA-RED;AP7 - AUSOL II;EST-TUNEL;177+229;CA
980;EST-MAGDIF-MAN-CSA-RED;EST-MAGDIF-MAN-CSA-RED;EST-MAGDIF-MAN-CSA-RED;AP7 - AUSOL II;EST-TUNEL;177+229;CA
981;EST-MAGDIF-A3-SC;EST-MAGDIF-A3-SC;EST-MAGDIF-A3-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
982;EST-MAGDIF-A4-SC;EST-MAGDIF-A4-SC;EST-MAGDIF-A4-SC;AP7 - AUSOL II;EST-TUNEL;177+229;CA
983;EST-MAGDIF-A8-SM;EST-MAGDIF-A8-SM;EST-MAGDIF-A8-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA
984;EST-MAGDIF-A7-SM;EST-MAGDIF-A7-SM;EST-MAGDIF-A7-SM;AP7 - AUSOL II;EST-TUNEL;177+229;CA
985;EST-MAG-CS-ITS-1;EST-MAG-CS-ITS-1;EST-MAG-CS-ITS-1;AP7 - AUSOL II;EST-TUNEL;177+229;CA
986;EST-MAGDIF-MAN-CS-ITS-1;EST-MAGDIF-MAN-CS-ITS-1;EST-MAGDIF-MAN-CS-ITS-1;AP7 - AUSOL II;EST-TUNEL;177+229;CA
987;EST-MAGDIF-BF2.1;EST-MAGDIF-BF2.1;EST-MAGDIF-BF2.1;AP7 - AUSOL II;EST-TUNEL;177+229;CA
988;EST-MAGDIF-BF2.2;EST-MAGDIF-BF2.2;EST-MAGDIF-BF2.2;AP7 - AUSOL II;EST-TUNEL;177+229;CA
989;EST-MAGDIF-BF3;EST-MAGDIF-BF3;EST-MAGDIF-BF3;AP7 - AUSOL II;EST-TUNEL;177+229;CA
990;EST-MAGDIF-BF5;EST-MAGDIF-BF5;EST-MAGDIF-BF5;AP7 - AUSOL II;EST-TUNEL;177+229;CA
991;EST-MAGDIF-DET-LAZO;EST-MAGDIF-DET-LAZO;EST-MAGDIF-DET-LAZO;AP7 - AUSOL II;EST-TUNEL;177+229;CA
992;EST-MAGDIF-BF8;EST-MAGDIF-BF8;EST-MAGDIF-BF8;AP7 - AUSOL II;EST-TUNEL;177+229;CA
994;EST-MAGDIF-BF9;EST-MAGDIF-BF9;EST-MAGDIF-BF9;AP7 - AUSOL II;EST-TUNEL;177+229;CA
996;EST-MAGDIF-BF11;EST-MAGDIF-BF11;EST-MAGDIF-BF11;AP7 - AUSOL II;EST-TUNEL;177+229;CA
998;EST-MAGDIF-BF13;EST-MAGDIF-BF13;EST-MAGDIF-BF13;AP7 - AUSOL II;EST-TUNEL;177+229;CA
999;EST-MAGDIF-BF14;EST-MAGDIF-BF14;EST-MAGDIF-BF14;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1000;EST-MAGDIF-BF15;EST-MAGDIF-BF15;EST-MAGDIF-BF15;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1001;EST-MAGDIF-BF17.1;EST-MAGDIF-BF17.1;EST-MAGDIF-BF17.1;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1002;EST-MAGDIF-BF17.2;EST-MAGDIF-BF17.2;EST-MAGDIF-BF17.2;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1003;EST-MAGDIF-BF17.3;EST-MAGDIF-BF17.3;EST-MAGDIF-BF17.3;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1004;EST-MAGDIF-BF18.1;EST-MAGDIF-BF18.1;EST-MAGDIF-BF18.1;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1005;EST-MAGDIF-BF18.2;EST-MAGDIF-BF18.2;EST-MAGDIF-BF18.2;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1006;EST-MAGDIF-BF18.3;EST-MAGDIF-BF18.3;EST-MAGDIF-BF18.3;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1007;EST-MAGDIF-BF20;EST-MAGDIF-BF20;EST-MAGDIF-BF20;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1008;EST-MAGDIF-BF21;EST-MAGDIF-BF21;EST-MAGDIF-BF21;AP7 - AUSOL II;EST-TUNEL;177+229;CA
1009;STM2-INT-CSA-RED;STM2-INT-CSA-RED;STM2-INT-CSA-RED;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1010;STM2-MAGDIF-MAN-CSA-RED;STM2-MAGDIF-MAN-CSA-RED;STM2-MAGDIF-MAN-CSA-RED;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1011;STM2-MAGDIF-A9-SC;STM2-MAGDIF-A9-SC;STM2-MAGDIF-A9-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1012;STM2-MAGDIF-A11-SC;STM2-MAGDIF-A11-SC;STM2-MAGDIF-A11-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1013;STM2-MAGDIF-A10-SC;STM2-MAGDIF-A10-SC;STM2-MAGDIF-A10-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1014;STM2-MAGDIF-A12-SC;STM2-MAGDIF-A12-SC;STM2-MAGDIF-A12-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1015;STM2-MAGDIF-A4-SM;STM2-MAGDIF-A4-SM;STM2-MAGDIF-A4-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1016;STM2-MAGDIF-A6-SM;STM2-MAGDIF-A6-SM;STM2-MAGDIF-A6-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1017;STM2-MAGDIF-A3-SM;STM2-MAGDIF-A3-SM;STM2-MAGDIF-A3-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1018;STM2-MAGDIF-A5-SM;STM2-MAGDIF-A5-SM;STM2-MAGDIF-A5-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1019;STM2-INT-CSA-SAI;STM2-INT-CSA-SAI;STM2-INT-CSA-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1020;STM2-MAGDIF-MAN-CSA-SAI;STM2-MAGDIF-MAN-CSA-SAI;STM2-MAGDIF-MAN-CSA-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1021;STM2-MAGDIF-AA7-SC;STM2-MAGDIF-AA7-SC;STM2-MAGDIF-AA7-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1022;STM2-MAGDIF-AA8-SC;STM2-MAGDIF-AA8-SC;STM2-MAGDIF-AA8-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1023;STM2-MAGDIF-AA2-SM;STM2-MAGDIF-AA2-SM;STM2-MAGDIF-AA2-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1024;STM2-MAGDIF-AA1-SM;STM2-MAGDIF-AA1-SM;STM2-MAGDIF-AA1-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1025;STM2-MAGDIF-AE13-SM;STM2-MAGDIF-AE13-SM;STM2-MAGDIF-AE13-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1026;STM2-MAGDIF-AE14-SC;STM2-MAGDIF-AE14-SC;STM2-MAGDIF-AE14-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1029;STM2-MAGDIF-A15-SC;STM2-MAGDIF-A15-SC;STM2-MAGDIF-A15-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1030;STM2-MAGDIF-A16-SC;STM2-MAGDIF-A16-SC;STM2-MAGDIF-A16-SC;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1031;STM2-MAGDIF-A17-SM;STM2-MAGDIF-A17-SM;STM2-MAGDIF-A17-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1032;STM2-MAGDIF-A18-SM;STM2-MAGDIF-A18-SM;STM2-MAGDIF-A18-SM;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1033;STM2-INT-MT-CGBT;STM2-INT-MT-CGBT;STM2-INT-MT-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1034;STM2-INT-CGBT;STM2-INT-CGBT;STM2-INT-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1035;STM2-CSA-RED-CGBT;STM2-CSA-RED-CGBT;STM2-CSA-RED-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1036;STM2-MAGDIF-SER-AUX-GE-CGBT;STM2-MAGDIF-SER-AUX-GE-CGBT;STM2-MAGDIF-SER-AUX-GE-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1037;STM2-CONT-CONM-RED-CGBT;STM2-CONT-CONM-RED-CGBT;STM2-CONT-CONM-RED-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1038;STM2-CONT-CONM-GRUPO-CGBT;STM2-CONT-CONM-GRUPO-CGBT;STM2-CONT-CONM-GRUPO-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1039;STM2-INT-CS-SAI-CGBT;STM2-INT-CS-SAI-CGBT;STM2-INT-CS-SAI-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1040;STM2-INT-CSV-MA-CGBT;STM2-INT-CSV-MA-CGBT;STM2-INT-CSV-MA-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1041;STM2-INT-CSV-CA-CGBT;STM2-INT-CSV-CA-CGBT;STM2-INT-CSV-CA-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1042;STM2-INT-BAT-COND-CGBT;STM2-INT-BAT-COND-CGBT;STM2-INT-BAT-COND-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1043;STM2-MAGDIF-CS-BT-CGBT;STM2-MAGDIF-CS-BT-CGBT;STM2-MAGDIF-CS-BT-CGBT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1045;STM2-INT-CS-SAI;STM2-INT-CS-SAI;STM2-INT-CS-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1046;STM2-MAGDIF-CSA-SAI-CS-SAI;STM2-MAGDIF-CSA-SAI-CS-SAI;STM2-MAGDIF-CSA-SAI-CS-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1047;STM2-MAGDIF-ITS-1-CS-SAI;STM2-MAGDIF-ITS-1-CS-SAI;STM2-MAGDIF-ITS-1-CS-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1048;STM2-MAGDIF-CSG-CS-SAI;STM2-MAGDIF-CSG-CS-SAI;STM2-MAGDIF-CSG-CS-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1049;STM2-MAGDIF-ITS-2-CS-SAI;STM2-MAGDIF-ITS-2-CS-SAI;STM2-MAGDIF-ITS-2-CS-SAI;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1050;STM2-MAGDIF-CS-BT;STM2-MAGDIF-CS-BT;STM2-MAGDIF-CS-BT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1051;STM2-MAG-A1-BT;STM2-MAG-A1-BT;STM2-MAG-A1-BT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1052;STM2-MAG-E1-BT;STM2-MAG-E1-BT;STM2-MAG-E1-BT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1053;STM2-MAG-F1-BT;STM2-MAG-F1-BT;STM2-MAG-F1-BT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1054;STM2-MAG-F2-BT;STM2-MAG-F2-BT;STM2-MAG-F2-BT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1055;STM2-INT-CSV-MA;STM2-INT-CSV-MA;STM2-INT-CSV-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1056;STM2-MAGDIF-MAN-CSV-MA;STM2-MAGDIF-MAN-CSV-MA;STM2-MAGDIF-MAN-CSV-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1057;STM2-VENT-INT-VF1-MA;STM2-VENT-INT-VF1-MA;STM2-VENT-INT-VF1-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1058;STM2-VENT-INT-VF2-MA;STM2-VENT-INT-VF2-MA;STM2-VENT-INT-VF2-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1059;STM2-VENT-INT-VF3-MA;STM2-VENT-INT-VF3-MA;STM2-VENT-INT-VF3-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1060;STM2-VENT-INT-VF4-MA;STM2-VENT-INT-VF4-MA;STM2-VENT-INT-VF4-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1061;STM2-VENT-INT-VF5-MA;STM2-VENT-INT-VF5-MA;STM2-VENT-INT-VF5-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1062;STM2-VENT-INT-VF6-MA;STM2-VENT-INT-VF6-MA;STM2-VENT-INT-VF6-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1063;STM2-MAGDIF-RCALD-CSV-MA;STM2-MAGDIF-RCALD-CSV-MA;STM2-MAGDIF-RCALD-CSV-MA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1064;STM2-INT-CSV-CA;STM2-INT-CSV-CA;STM2-INT-CSV-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1065;STM2-MAGDIF-MAN-CSV-CA;STM2-MAGDIF-MAN-CSV-CA;STM2-MAGDIF-MAN-CSV-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1066;STM2-VENT-INT-VF1-CA;STM2-VENT-INT-VF1-CA;STM2-VENT-INT-VF1-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1067;STM2-VENT-INT-VF2-CA;STM2-VENT-INT-VF2-CA;STM2-VENT-INT-VF2-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1068;STM2-VENT-INT-VF3-CA;STM2-VENT-INT-VF3-CA;STM2-VENT-INT-VF3-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1069;STM2-VENT-INT-VF4-CA;STM2-VENT-INT-VF4-CA;STM2-VENT-INT-VF4-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1070;STM2-VENT-INT-VF5-CA;STM2-VENT-INT-VF5-CA;STM2-VENT-INT-VF5-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1071;STM2-VENT-INT-VF6-CA;STM2-VENT-INT-VF6-CA;STM2-VENT-INT-VF6-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1072;STM2-MAGDIF-RCALD-CSV-CA;STM2-MAGDIF-RCALD-CSV-CA;STM2-MAGDIF-RCALD-CSV-CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1073;MM-EKOR-RPG-UCT;MM-EKOR-RPG-UCT;MM-EKOR-RPG-UCT;AP7 - AUSOL I;MM-TUNEL;166+317;CA
1074;CH-CONT-CONM-RED-CGBT;CH-CONT-CONM-RED-CGBT;CH-CONT-CONM-RED-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
1075;CH-CONT-CONM-GRUPO-CGBT;CH-CONT-CONM-GRUPO-CGBT;CH-CONT-CONM-GRUPO-CGBT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
1076;CAS-EKOR-RPG-UCT-BM;CAS-EKOR-RPG-UCT-BM;CAS-EKOR-RPG-UCT-BM;AP7 - AUSOL I;CAS-TUNEL;166+317;CA
1077;NG-VENT-INT-VF1-CA;NG-VENT-INT-VF1-CA;NG-VENT-INT-VF1-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1078;NG-VENT-INT-VF2-CA;NG-VENT-INT-VF2-CA;NG-VENT-INT-VF2-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1079;NG-VENT-INT-VF3-CA;NG-VENT-INT-VF3-CA;NG-VENT-INT-VF3-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1080;NG-VENT-INT-VF4-CA;NG-VENT-INT-VF4-CA;NG-VENT-INT-VF4-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1081;NG-VENT-INT-VF5-CA;NG-VENT-INT-VF5-CA;NG-VENT-INT-VF5-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1082;NG-VENT-INT-VF6-CA;NG-VENT-INT-VF6-CA;NG-VENT-INT-VF6-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1083;NG-VENT-INT-VF7-CA;NG-VENT-INT-VF7-CA;NG-VENT-INT-VF7-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1084;NG-VENT-INT-VF8-CA;NG-VENT-INT-VF8-CA;NG-VENT-INT-VF8-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1085;NG-INT-CSV;NG-INT-CSV;NG-INT-CSV;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1086;NG-MAGDIF-MAN-CSV;NG-MAGDIF-MAN-CSV;NG-MAGDIF-MAN-CSV;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1087;NG-MADGIF-RCALD-CA;NG-MADGIF-RCALD-CA;NG-MADGIF-RCALD-CA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1088;NG-MADGIF-RCALD-MA;NG-MADGIF-RCALD-MA;NG-MADGIF-RCALD-MA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1089;NG-VENT-INT-VF2-MA;NG-VENT-INT-VF2-MA;NG-VENT-INT-VF2-MA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1090;NG-VENT-INT-VF1-MA;NG-VENT-INT-VF1-MA;NG-VENT-INT-VF1-MA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1091;NG-VENT-INT-VF3-MA;NG-VENT-INT-VF3-MA;NG-VENT-INT-VF3-MA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1092;NG-VENT-INT-VF6-MA;NG-VENT-INT-VF6-MA;NG-VENT-INT-VF6-MA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1093;NG-VENT-INT-VF5-MA;NG-VENT-INT-VF5-MA;NG-VENT-INT-VF5-MA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1094;NG-VENT-INT-VF4-MA;NG-VENT-INT-VF4-MA;NG-VENT-INT-VF4-MA;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1095;CH-EKOR-RPG-UCT;CH-EKOR-RPG-UCT;CH-EKOR-RPG-UCT;AP7 - AUSOL I;CH-TUNEL;13+825;CA
1099;STM2-EKOR-RPG-UCT;STM2-EKOR-RPG-UCT;STM2-EKOR-RPG-UCT;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
1100;COR-EKOR-RPG-UCT-BC;COR-EKOR-RPG-UCT-BC;COR-EKOR-RPG-UCT-BC;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1101;COR-INT-MT-CGBT-A;COR-INT-MT-CGBT-A;COR-INT-MT-CGBT-A;AP7 - AUSOL II;COR-TUNEL;151+823;CA
1102;LQ-MAG-GAL;LQ-MAG-GAL;LQ-MAG-GAL;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1104;LQ-MAGDIF-GA1-LUM;LQ-MAGDIF-GA1-LUM;LQ-MAGDIF-GA1-LUM;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1105;LQ-MAGDIF-GA2-LUM;LQ-MAGDIF-GA2-LUM;LQ-MAGDIF-GA2-LUM;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1106;LQ-MAGDIF-GE1-LUM;LQ-MAGDIF-GE1-LUM;LQ-MAGDIF-GE1-LUM;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1107;LQ-MAGDIF-GF6-GAL;LQ-MAGDIF-GF6-GAL;LQ-MAGDIF-GF6-GAL;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1108;LQ-MAGDIF-GF9-COMM;LQ-MAGDIF-GF9-COMM;LQ-MAGDIF-GF9-COMM;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1109;LQ-MAGDIF-PRES-GAL;LQ-MAGDIF-PRES-GAL;LQ-MAGDIF-PRES-GAL;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1113;LQ-INT-CS-EDIF-ITS;LQ-INT-CS-EDIF-ITS;LQ-INT-CS-EDIF-ITS;AP7 - AUSOL I;LQ-TUNEL;166+727;CA
1114;NG-INT-CSA-RED;NG-INT-CSA-RED;NG-INT-CSA-RED;AP7 - AUSOL II;NG-TUNEL;166+317;CA
1115;NG-MAGDIF-MAN-CSA-RED;NG-MAGDIF-MAN-CSA-RED;NG-MAGDIF-MAN-CSA-RED;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1116;NG-MAGDIF-A3-SC;NG-MAGDIF-A3-SC;NG-MAGDIF-A3-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1117;NG-MAGDIF-A5-SC;NG-MAGDIF-A5-SC;NG-MAGDIF-A5-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1118;NG-MAGDIF-A6-SC;NG-MAGDIF-A6-SC;NG-MAGDIF-A6-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1119;NG-MAGDIF-A8-SC;NG-MAGDIF-A8-SC;NG-MAGDIF-A8-SC;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1120;NG-MAGDIF-A12-SM;NG-MAGDIF-A12-SM;NG-MAGDIF-A12-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1121;NG-MAGDIF-A14-SM;NG-MAGDIF-A14-SM;NG-MAGDIF-A14-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1122;NG-MAGDIF-A11-SM;NG-MAGDIF-A11-SM;NG-MAGDIF-A11-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
1123;NG-MAGDIF-A13-SM;NG-MAGDIF-A13-SM;NG-MAGDIF-A13-SM;AP7 - AUSOL I;NG-TUNEL;166+317;CA
