item;alias;description;sessionuid;road;stretchs;pk;sentido
19;LQ-LUX-3CA;LQ-LUX-3CA;LQ-LUX-3CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
20;LQ-LUX-4CA;LQ-LUX-4CA;LQ-LUX-4CA;AP7 - AUSOL I;LQ-TUNEL;172+100;CA
21;LQ-LUX-1MA;LQ-LUX-1MA;LQ-LUX-1MA;AP7 - AUSOL I;LQ-TUNEL;173+900;MA
22;LQ-LUX-2MA;LQ-LUX-2MA;LQ-LUX-2MA;AP7 - AUSOL I;LQ-TUNEL;173+900;MA
23;LQ-LUX-3MA;LQ-LUX-3MA;LQ-LUX-3MA;AP7 - AUSOL I;LQ-TUNEL;173+900;MA
24;LQ-LUX-4MA;LQ-LUX-4MA;LQ-LUX-4MA;AP7 - AUSOL I;LQ-TUNEL;173+900;MA
25;CH-LUX-1CA;CH-LUX-1CA;CH-LUX-1CA;AP7 - AUSOL I;CH-TUNEL;14+395;MA
26;CH-LUX-2CA;CH-LUX-2CA;CH-LUX-2CA;AP7 - AUSOL I;CH-TUNEL;14+395;MA
27;CH-LUX-3CA;CH-LUX-3CA;CH-LUX-3CA;AP7 - AUSOL I;CH-TUNEL;14+395;MA
28;CH-LUX-4CA;CH-LUX-4CA;CH-LUX-4CA;AP7 - AUSOL I;CH-TUNEL;14+395;MA
29;CH-LUX-1MA;CH-LUX-1MA;CH-LUX-1MA;AP7 - AUSOL I;CH-TUNEL;13+815;CA
30;CH-LUX-2MA;CH-LUX-2MA;CH-LUX-2MA;AP7 - AUSOL I;CH-TUNEL;13+815;CA
31;CH-LUX-3MA;CH-LUX-3MA;CH-LUX-3MA;AP7 - AUSOL I;CH-TUNEL;13+815;CA
32;CH-LUX-4MA;CH-LUX-4MA;CH-LUX-4MA;AP7 - AUSOL I;CH-TUNEL;13+815;CA
33;CAS-LUX-1MA;CAS-LUX-1MA;CAS-LUX-1MA;AP7 - AUSOL II;CAS-TUNEL;151+953;MA
34;CAS-LUX-2MA;CAS-LUX-2MA;CAS-LUX-2MA;AP7 - AUSOL II;CAS-TUNEL;151+953;MA
35;CAS-LUX-3MA;CAS-LUX-3MA;CAS-LUX-3MA;AP7 - AUSOL II;CAS-TUNEL;151+953;MA
36;CAS-LUX-4MA;CAS-LUX-4MA;CAS-LUX-4MA;AP7 - AUSOL II;CAS-TUNEL;151+953;MA
37;CAS-LUX-1CA;CAS-LUX-1CA;CAS-LUX-1CA;AP7 - AUSOL II;CAS-TUNEL;151+355;CA
38;CAS-LUX-2CA;CAS-LUX-2CA;CAS-LUX-2CA;AP7 - AUSOL II;CAS-TUNEL;151+355;CA
39;CAS-LUX-3CA;CAS-LUX-3CA;CAS-LUX-3CA;AP7 - AUSOL II;CAS-TUNEL;151+355;CA
40;CAS-LUX-4CA;CAS-LUX-4CA;CAS-LUX-4CA;AP7 - AUSOL II;CAS-TUNEL;151+355;CA
41;COR-LUX-1CA;COR-LUX-1CA;COR-LUX-1CA;AP7 - AUSOL I;COR-TUNEL;199+793;CA
42;COR-LUX-2CA;COR-LUX-2CA;COR-LUX-2CA;AP7 - AUSOL I;COR-TUNEL;199+793;CA
43;COR-LUX-3CA;COR-LUX-3CA;COR-LUX-3CA;AP7 - AUSOL I;COR-TUNEL;199+793;CA
44;COR-LUX-4CA;COR-LUX-4CA;COR-LUX-4CA;AP7 - AUSOL I;COR-TUNEL;199+593;CA
45;COR-LUX-1MA;COR-LUX-1MA;COR-LUX-1MA;AP7 - AUSOL I;COR-TUNEL;199+223;MA
46;COR-LUX-2MA;COR-LUX-2MA;COR-LUX-2MA;AP7 - AUSOL I;COR-TUNEL;199+223;MA
47;COR-LUX-3MA;COR-LUX-3MA;COR-LUX-3MA;AP7 - AUSOL I;COR-TUNEL;199+223;MA
48;COR-LUX-4MA;COR-LUX-4MA;COR-LUX-4MA;AP7 - AUSOL II;COR-TUNEL;199+463;MA
49;STM2-LUX-1CA;STM2-LUX-1CA;STM2-LUX-1CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
50;STM2-LUX-2CA;STM2-LUX-2CA;STM2-LUX-2CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
51;STM2-LUX-3CA;STM2-LUX-3CA;STM2-LUX-3CA;AP7 - AUSOL II;STMII-TUNEL;150+787;CA
52;STM2-LUX-4CA;STM2-LUX-4CA;STM2-LUX-4CA;AP7 - AUSOL II;STMII-TUNEL;150+497;CA
53;STM2-LUX-1MA;STM2-LUX-1MA;STM2-LUX-1MA;AP7 - AUSOL II;STMII-TUNEL;150+243;MA
54;STM2-LUX-2MA;STM2-LUX-2MA;STM2-LUX-2MA;AP7 - AUSOL II;STMII-TUNEL;150+243;MA
55;STM2-LUX-3MA;STM2-LUX-3MA;STM2-LUX-3MA;AP7 - AUSOL II;STMII-TUNEL;150+243;MA
56;STM2-LUX-4MA;STM2-LUX-4MA;STM2-LUX-4MA;AP7 - AUSOL II;STMII-TUNEL;150+373;MA
57;NG-LUX-1CA;NG-LUX-1CA;NG-LUX-1CA;AP7 - AUSOL I;NG-TUNEL;177+712;CA
58;NG-LUX-2CA;NG-LUX-2CA;NG-LUX-2CA;AP7 - AUSOL I;NG-TUNEL;177+712;CA
59;NG-LUX-3CA;NG-LUX-3CA;NG-LUX-3CA;AP7 - AUSOL I;NG-TUNEL;177+712;CA
60;NG-LUX-4CA;NG-LUX-4CA;NG-LUX-4CA;AP7 - AUSOL I;NG-TUNEL;177+612;CA
61;NG-LUX-1MA;NG-LUX-1MA;NG-LUX-1MA;AP7 - AUSOL I;NG-TUNEL;177+175;MA
62;NG-LUX-2MA;NG-LUX-2MA;NG-LUX-2MA;AP7 - AUSOL I;NG-TUNEL;177+175;MA
63;NG-LUX-3MA;NG-LUX-3MA;NG-LUX-3MA;AP7 - AUSOL I;NG-TUNEL;177+175;MA
64;NG-LUX-4MA;NG-LUX-4MA;NG-LUX-4MA;AP7 - AUSOL I;NG-TUNEL;177+585;MA
