device_name;session_uid;PLC_name;det_name;det_order;host;url_publisher;port(i);read_permission;write_permission;num_polling_out_comm;time_polling_ms
_RNRJS29P;_RNRJS29P;PLCRNRJS29P;DET05-ADPJS32L;5;10.191.13.5;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS29P;_RNRJS29P;PLCRNRJS29P;DET06-ADPJS32L;6;10.191.13.5;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS29P;_RNRJS29P;PLCRNRJS29P;DET07-ADPJS34L;7;10.191.13.5;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS29P;_RNRJS29P;PLCRNRJS29P;DET08-ADPJS34L;8;10.191.13.5;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS30P;_RNRJS30P;PLCRNRJS30P;DET01-ADPJS35P;1;10.191.13.9;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS30P;_RNRJS30P;PLCRNRJS30P;DET02-ADPJS35P;2;10.191.13.9;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS31P;_RNRJS31P;PLCRNRJS31P;DET01-ADPJS36L;1;10.191.14.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS31P;_RNRJS31P;PLCRNRJS31P;DET02-ADPJS36L;2;10.191.14.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS32P;_RNRJS32P;PLCRNRJS32P;DET01-ADPJS37P;1;10.191.14.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS32P;_RNRJS32P;PLCRNRJS32P;DET02-ADPJS37P;2;10.191.14.17;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS33P;_RNRJS33P;PLCRNRJS33P;DET01-ADPJS38L;1;10.191.14.19;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS33P;_RNRJS33P;PLCRNRJS33P;DET02-ADPJS38L;2;10.191.14.19;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET01-ADPJS40P;1;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET02-ADPJS40P;2;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET03-ADPJS40P;3;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET04-ADPJS40P;4;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET05-ADPJS39L;5;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET06-ADPJS39L;6;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET07-ADPJS39L;7;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS34P;_RNRJS34P;PLCRNRJS34P;DET08-ADPJS39L;8;10.191.14.21;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET01-ADPJS41P;1;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET02-ADPJS41P;2;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET03-ADPJS41P;3;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET04-ADPJS41P;4;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET05-ADPJS42L;5;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET06-ADPJS42L;6;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET07-ADPJS42L;7;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS35P;_RNRJS35P;PLCRNRJS35P;DET08-ADPJS42L;8;10.191.14.25;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS36P;_RNRJS36P;PLCRNRJS36P;DET01-ADPJS43P;1;10.191.14.27;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS36P;_RNRJS36P;PLCRNRJS36P;DET02-ADPJS43P;2;10.191.14.27;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS37P;_RNRJS37P;PLCRNRJS37P;DET01-ADPJS44L;1;10.191.15.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS37P;_RNRJS37P;PLCRNRJS37P;DET02-ADPJS44L;2;10.191.15.14;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS38P;_RNRJS38P;PLCRNRJS38P;DET01-ADPJS45P;1;10.191.15.22;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS38P;_RNRJS38P;PLCRNRJS38P;DET02-ADPJS45P;2;10.191.15.22;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS39P;_RNRJS39P;PLCRNRJS39P;DET01-ADPJS46L;1;10.191.15.24;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS39P;_RNRJS39P;PLCRNRJS39P;DET02-ADPJS46L;2;10.191.15.24;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS40P;_RNRJS40P;PLCRNRJS40P;DET01-ADPJS47P;1;10.191.15.28;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS40P;_RNRJS40P;PLCRNRJS40P;DET02-ADPJS47P;2;10.191.15.28;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS41P;_RNRJS41P;PLCRNRJS41P;DET01-ADPJS48L;1;10.191.16.2;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
_RNRJS41P;_RNRJS41P;PLCRNRJS41P;DET02-ADPJS48L;2;10.191.16.2;http:\/\/10.120.50.248:3000\/api\/v2\/generic\/;502;monitor;;2;60000
