device_name;session_uid;plc_name;host;port(i);url_publisher;offset_state(i)
UF-S2TN-CAB-028;UF-S2TN-CAB-028;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22121
UF-S2TN-CAB-029;UF-S2TN-CAB-029;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22127
UF-SAPR-CAB-001;UF-SAPR-CAB-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22133
UF-SAPR-CAB-002;UF-SAPR-CAB-002;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22139
UF-SMPN-CAB-001;UF-SMPN-CAB-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22145
UF-SMPN-CAB-002;UF-SMPN-CAB-002;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22151
UF-SMPN-CAB-003;UF-SMPN-CAB-003;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22157
CC.16 ;CC.16 ;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22163
CC.30 ;CC.30 ;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22169
2E13-ELE-002.PEVPres;2E13-ELE-002.PEVPres;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22175
UF-2E14-CAB-001;UF-2E14-CAB-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22181
UF-2E14-CAB-002;UF-2E14-CAB-002;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22187
UF-S2TN-CAB-026;UF-S2TN-CAB-026;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22193
UF-S2TN-CAB-027;UF-S2TN-CAB-027;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22199
UF-S2TS-CAB-023;UF-S2TS-CAB-023;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22205
UF-S2TS-CAB-024;UF-S2TS-CAB-024;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22211
2E14-ELE-002.PEVPres;2E14-ELE-002.PEVPres;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22217
2E14-ELE-002.PEVPres1;2E14-ELE-002.PEVPres1;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22223
2E15-CAB-001;2E15-CAB-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22229
2E15-CAB-002;2E15-CAB-002;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22235
S2TN-CAB-024;S2TN-CAB-024;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22241
S2TN-CAB-025;S2TN-CAB-025;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22247
S2TS-CAB-025;S2TS-CAB-025;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22253
S2TS-CAB-026;S2TS-CAB-026;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22259
SMPS-CAB-001;SMPS-CAB-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22265
SMPS-CAB-002;SMPS-CAB-002;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22271
SMPS-CAB-003;SMPS-CAB-003;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22277
SMPS-CAB-004;SMPS-CAB-004;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22283
CC.17 ;CC.17 ;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22289
CC.18 ;CC.18 ;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22295
2E15-ELE-002.PEVPres;2E15-ELE-002.PEVPres;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22301
2E15-ELE-002.PEVPresb;2E15-ELE-002.PEVPresb;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22307
UF-2E17-CAB-001;UF-2E17-CAB-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22313
UF-2E17-CAB-002;UF-2E17-CAB-002;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22319
UF-ICCO-AIM-001;UF-ICCO-AIM-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22325
UF-ICCO-CAB-001;UF-ICCO-CAB-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22331
UF-ICCO-CAB-002;UF-ICCO-CAB-002;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22337
UF-S2TN-CAB-020;UF-S2TN-CAB-020;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22343
UF-S2TN-CAB-021;UF-S2TN-CAB-021;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22349
UF-S2TS-CAB-029;UF-S2TS-CAB-029;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22355
UF-S2TS-CAB-030;UF-S2TS-CAB-030;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22361
2E17-ELE-002.PEVPres;2E17-ELE-002.PEVPres;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22367
2E17-ELE-002.PEVPresb;2E17-ELE-002.PEVPresb;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22373
CT06-RACK-RAEIO.IntABIERTO;CT06-RACK-RAEIO.IntABIERTO;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22379
CT06-RACK-COM.IntABIERTO;CT06-RACK-COM.IntABIERTO;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22385
CT06-RACK-MEGAF.IntABIERTO;CT06-RACK-MEGAF.IntABIERTO;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22391
CT06-P208.IntABIERTO;CT06-P208.IntABIERTO;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22397
CT06-P102.IntABIERTO;CT06-P102.IntABIERTO;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22403
UF-SAPR-AIM-001;UF-SAPR-AIM-001;CT06_PLC_G;10.133.50.37;28042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22409
