synoptic_alias;alias;parent_alias;id_element_type;id_element_subtype;module_action_id
TREE_CT_6;CENTRAL_CT;DET_LAZO;61;;
TREE_CT_7;CONTROL;;;;
TREE_CT_7;PLC;CONTROL;27;;
TREE_CT_7;ELECTRICIDAD;;;;
TREE_CT_7;TRAFO;ELECTRICIDAD;33;;
TREE_CT_7;UNIFILAR;ELECTRICIDAD;56;;
TREE_CT_7;CELDA_MT;ELECTRICIDAD;57;;
TREE_CT_7;UPS;ELECTRICIDAD;65;;
TREE_CT_7;ANALIZADOR_RED;ELECTRICIDAD;70;;
TREE_CT_7;GE;ELECTRICIDAD;75;;
TREE_CT_7;DET_LAZO;;;;
TREE_CT_7;DET_HUMO;DET_LAZO;58;;
TREE_CT_7;PULSADOR;DET_LAZO;59;;
TREE_CT_7;SIRENA;DET_LAZO;60;;
TREE_CT_7;CENTRAL_CT;DET_LAZO;61;;
TREE_CT_8;CONTROL;;;;
TREE_CT_8;PLC;CONTROL;27;;
TREE_CT_8;ELECTRICIDAD;;;;
TREE_CT_8;TRAFO;ELECTRICIDAD;33;;
TREE_CT_8;UNIFILAR;ELECTRICIDAD;56;;
TREE_CT_8;CELDA_MT;ELECTRICIDAD;57;;
TREE_CT_8;UPS;ELECTRICIDAD;65;;
TREE_CT_8;ANALIZADOR_RED;ELECTRICIDAD;70;;
TREE_CT_8;GE;ELECTRICIDAD;75;;
TREE_CT_8;DET_LAZO;;;;
TREE_CT_8;DET_HUMO;DET_LAZO;58;;
TREE_CT_8;PULSADOR;DET_LAZO;59;;
TREE_CT_8;SIRENA;DET_LAZO;60;;
TREE_CT_8;CENTRAL_CT;DET_LAZO;61;;
TREE_PANELES_TARIFARIOS;CTRL_ACCESOS;;;;
TREE_PANELES_TARIFARIOS;PMV;CTRL_ACCESOS;71;;
LBL_TREE_ALJ_1;PCI;;;;
LBL_TREE_ALJ_1;VALVULAS;PCI;22;;
LBL_TREE_ALJ_1;BOMBAS;PCI;86;;
LBL_TREE_ALJ_1;TANQUE;PCI;87;;
LBL_TREE_ALJ_1;SENSORES;PCI;88;;
LBL_TREE_ALJ_2;PCI;;;;
LBL_TREE_ALJ_2;VALVULAS;PCI;22;;
LBL_TREE_ALJ_2;BOMBAS;PCI;86;;
LBL_TREE_ALJ_2;TANQUE;PCI;87;;
LBL_TREE_ALJ_2;SENSORES;PCI;88;;
LBL_TREE_ALJ_3;PCI;;;;
LBL_TREE_ALJ_3;VALVULAS;PCI;22;;
LBL_TREE_ALJ_3;BOMBAS;PCI;86;;
LBL_TREE_ALJ_3;TANQUE;PCI;87;;
LBL_TREE_ALJ_3;SENSORES;PCI;88;;
LBL_TREE_ALJ_4;PCI;;;;
LBL_TREE_ALJ_4;VALVULAS;PCI;22;;
LBL_TREE_ALJ_4;BOMBAS;PCI;86;;
LBL_TREE_ALJ_4;TANQUE;PCI;87;;
LBL_TREE_ALJ_4;SENSORES;PCI;88;;
LBL_TREE_S1_T1;CTRL_ACCESOS;;;;
LBL_TREE_S1_T1;BARRERA;CTRL_ACCESOS;8;;
LBL_TREE_S1_T1;SEM_3GRUPOS;CTRL_ACCESOS;13;;
LBL_TREE_S1_T1;SEM_2GRUPOS;CTRL_ACCESOS;53;;
LBL_TREE_S1_T1;PMV;CTRL_ACCESOS;71;;
