device_name;session_uid;eru_name;url_publisher;read_permission;write_permission;offset_measure(i);offset_alarm(i);offset_alarm_fa(i);offset_commstatus(i)
CH-OPC-3CA;CH-OPC-3CA;CH-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16712;756;15606;156
CH-OPC-1MA;CH-OPC-1MA;CH-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16718;759;15607;159
CH-OPC-2MA;CH-OPC-2MA;CH-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16724;762;15608;162
CH-OPC-3MA;CH-OPC-3MA;CH-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16730;765;15609;165
CAS-OPC-1MA;CAS-OPC-1MA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16602;701;15532;101
CAS-OPC-2MA;CAS-OPC-2MA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16614;707;15533;107
CAS-OPC-3MA;CAS-OPC-3MA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16620;710;15534;110
CAS-OPC-4MA;CAS-OPC-4MA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16626;713;15535;113
CAS-OPC-5MA;CAS-OPC-5MA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16632;716;15536;116
CAS-OPC-1CA;CAS-OPC-1CA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16638;719;15537;119
CAS-OPC-2CA;CAS-OPC-2CA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16648;724;15538;124
CAS-OPC-3CA;CAS-OPC-3CA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16656;728;15539;128
CAS-OPC-4CA;CAS-OPC-4CA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16662;731;15540;131
CAS-OPC-5CA;CAS-OPC-5CA;CAS-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16666;733;15541;133
COR-OPC-1MA;COR-OPC-1MA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16604;702;15532;102
COR-OPC-2MA;COR-OPC-2MA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16618;709;15533;109
COR-OPC-3MA;COR-OPC-3MA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16626;713;15534;113
COR-OPC-4MA;COR-OPC-4MA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16634;717;15535;117
COR-OPC-1CA;COR-OPC-1CA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16642;721;15536;121
COR-OPC-2CA;COR-OPC-2CA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16656;728;15537;128
COR-OPC-3CA;COR-OPC-3CA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16666;733;15538;133
COR-OPC-4CA;COR-OPC-4CA;COR-ERU;http:\/\/192.168.88.118:3000\/api\/v2\/generic\/;monitor;;16672;736;15539;136
