item;element_subtype;alias;description;sessionuid;road;stretchs;secc;pk;lane;on_change_measure;param1_brand;param2_model;param3_protocol;param4_config_json;param8_panel_code;dm
267;11;S2TN-CLV-048;S2TN-CLV-048;S2TN-CLV-048;AVO;IPRO-ZON-001;Secc.03-11-11;41+34;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5040
268;11;S2TN-CLV-049;S2TN-CLV-049;S2TN-CLV-049;AVO;S2TN-ZON-033;Secc.03-11-11;41+34;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5040
269;11;S2TN-CLV-050;S2TN-CLV-050;S2TN-CLV-050;AVO;S2TN-ZON-033;Secc.03-11-11;41+34;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5040
270;11;S2TN-CLV-051;S2TN-CLV-051;S2TN-CLV-051;AVO;S2TN-ZON-033;Secc.03-11-11;41+34;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5040
275;11;S2TS-CLV-027;S2TS-CLV-027;S2TS-CLV-027;AVO;S2TS-ZON-018;Secc.02-10-05;41+465;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5165
276;11;S2TS-CLV-028;S2TS-CLV-028;S2TS-CLV-028;AVO;S2TS-ZON-018;Secc.02-10-05;41+465;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5165
277;11;S2TS-CLV-029;S2TS-CLV-029;S2TS-CLV-029;AVO;S2TS-ZON-018;Secc.02-10-05;41+465;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5165
278;11;S2TN-CLV-045;S2TN-CLV-045;S2TN-CLV-045;AVO;S2TN-ZON-031;Secc.03-11-11;41+585;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5285
279;11;S2TN-CLV-046;S2TN-CLV-046;S2TN-CLV-046;AVO;S2TN-ZON-031;Secc.03-11-11;41+585;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5285
280;11;S2TN-CLV-047;S2TN-CLV-047;S2TN-CLV-047;AVO;S2TN-ZON-031;Secc.03-11-11;41+585;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5285
281;11;S2TS-CLV-031;S2TS-CLV-031;S2TS-CLV-031;AVO;SMPN-ZON-001;Secc.02-10-05;41+79;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5490
282;11;S2TS-CLV-032;S2TS-CLV-032;S2TS-CLV-032;AVO;S2TS-ZON-022;Secc.02-10-05;41+79;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5490
283;11;S2TS-CLV-033;S2TS-CLV-033;S2TS-CLV-033;AVO;S2TS-ZON-022;Secc.02-10-05;41+79;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5490
284;11;S2TS-CLV-034;S2TS-CLV-034;S2TS-CLV-034;AVO;S2TS-ZON-022;Secc.02-10-05;41+79;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5490
285;11;S2TS-CLV-035;S2TS-CLV-035;S2TS-CLV-035;AVO;S2TS-ZON-022;Secc.02-10-05;41+79;4;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5490
286;11;S2TN-CLV-042;S2TN-CLV-042;S2TN-CLV-042;AVO;S2TN-ZON-028;Secc.03-11-11;41+805;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5505
287;11;S2TN-CLV-043;S2TN-CLV-043;S2TN-CLV-043;AVO;S2TN-ZON-028;Secc.03-11-11;41+805;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5505
288;11;S2TN-CLV-044;S2TN-CLV-044;S2TN-CLV-044;AVO;S2TN-ZON-028;Secc.03-11-11;41+805;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5505
289;11;S2TS-CLV-036;S2TS-CLV-036;S2TS-CLV-036;AVO;S2TS-ZON-023;Secc.02-10-05;41+945;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5645
290;11;S2TS-CLV-037;S2TS-CLV-037;S2TS-CLV-037;AVO;S2TS-ZON-023;Secc.02-10-05;41+945;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5645
291;11;S2TS-CLV-038;S2TS-CLV-038;S2TS-CLV-038;AVO;S2TS-ZON-023;Secc.02-10-05;41+945;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5645
292;11;S2TN-CLV-039;S2TN-CLV-039;S2TN-CLV-039;AVO;S2TN-ZON-026;Secc.03-11-10;41+985;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5685
293;11;S2TN-CLV-040;S2TN-CLV-040;S2TN-CLV-040;AVO;S2TN-ZON-026;Secc.03-11-10;41+985;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5685
294;11;S2TN-CLV-041;S2TN-CLV-041;S2TN-CLV-041;AVO;S2TN-ZON-026;Secc.03-11-10;41+985;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5685
295;11;S2TS-CLV-039;S2TS-CLV-039;S2TS-CLV-039;AVO;S2TS-ZON-024;Secc.02-10-05;42+065;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5765
296;11;S2TS-CLV-040;S2TS-CLV-040;S2TS-CLV-040;AVO;S2TS-ZON-024;Secc.02-10-05;42+065;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5765
297;11;S2TS-CLV-041;S2TS-CLV-041;S2TS-CLV-041;AVO;S2TS-ZON-024;Secc.02-10-05;42+065;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5765
298;11;S2TS-CLV-042;S2TS-CLV-042;S2TS-CLV-042;AVO;S2TS-ZON-026;Secc.02-10-05;42+265;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5965
299;11;S2TS-CLV-043;S2TS-CLV-043;S2TS-CLV-043;AVO;S2TS-ZON-026;Secc.02-10-05;42+265;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5965
300;11;S2TS-CLV-044;S2TS-CLV-044;S2TS-CLV-044;AVO;S2TS-ZON-026;Secc.02-10-05;42+265;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;5965
301;11;S2TN-CLV-036;S2TN-CLV-036;S2TN-CLV-036;AVO;S2TN-ZON-023;Secc.03-11-10;42+3;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6000
302;11;S2TN-CLV-037;S2TN-CLV-037;S2TN-CLV-037;AVO;S2TN-ZON-023;Secc.03-11-10;42+3;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6000
303;11;S2TN-CLV-038;S2TN-CLV-038;S2TN-CLV-038;AVO;S2TN-ZON-023;Secc.03-11-10;42+3;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6000
304;11;S2TN-CLV-033;S2TN-CLV-033;S2TN-CLV-033;AVO;S2TN-ZON-023;Secc.03-11-10;42+415;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6115
305;11;S2TN-CLV-034;S2TN-CLV-034;S2TN-CLV-034;AVO;S2TN-ZON-023;Secc.03-11-10;42+415;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6115
306;11;S2TN-CLV-035;S2TN-CLV-035;S2TN-CLV-035;AVO;S2TN-ZON-023;Secc.03-11-10;42+415;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6115
307;11;S2TS-CLV-045;S2TS-CLV-045;S2TS-CLV-045;AVO;S2TS-ZON-029;Secc.02-10-05;42+46;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6160
308;11;S2TS-CLV-046;S2TS-CLV-046;S2TS-CLV-046;AVO;S2TS-ZON-029;Secc.02-10-05;42+46;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6160
309;11;S2TS-CLV-047;S2TS-CLV-047;S2TS-CLV-047;AVO;S2TS-ZON-029;Secc.02-10-05;42+46;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6160
310;11;S2TN-CLV-029;S2TN-CLV-029;S2TN-CLV-029;AVO;S2TN-ZON-020;Secc.03-11-10;42+58;4;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6280
311;11;S2TN-CLV-030;S2TN-CLV-030;S2TN-CLV-030;AVO;S2TN-ZON-020;Secc.03-11-10;42+58;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6280
312;11;S2TN-CLV-031;S2TN-CLV-031;S2TN-CLV-031;AVO;S2TN-ZON-020;Secc.03-11-10;42+58;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6280
313;11;S2TN-CLV-032;S2TN-CLV-032;S2TN-CLV-032;AVO;S2TN-ZON-020;Secc.03-11-10;42+58;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6280
314;11;ICCP-CLV-001;ICCP-CLV-001;ICCP-CLV-001;AVO;ICCP-ZON-001;Secc.02-256-07;6+34;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6340
315;11;S2TS-CLV-048;S2TS-CLV-048;S2TS-CLV-048;AVO;S2TS-ZON-031;Secc.02-10-06;42+67;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6370
316;11;S2TS-CLV-049;S2TS-CLV-049;S2TS-CLV-049;AVO;S2TS-ZON-031;Secc.02-10-06;42+67;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6370
317;11;S2TS-CLV-050;S2TS-CLV-050;S2TS-CLV-050;AVO;S2TS-ZON-031;Secc.02-10-06;42+67;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6370
318;11;S2TN-CLV-026;S2TN-CLV-026;S2TN-CLV-026;AVO;S2TN-ZON-018;Secc.03-11-10;42+78;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6480
319;11;S2TN-CLV-027;S2TN-CLV-027;S2TN-CLV-027;AVO;S2TN-ZON-018;Secc.03-11-10;42+78;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6480
320;11;S2TN-CLV-028;S2TN-CLV-028;S2TN-CLV-028;AVO;S2TN-ZON-018;Secc.03-11-10;42+78;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6480
321;11;S2TS-CLV-051;S2TS-CLV-051;S2TS-CLV-051;AVO;S2TS-ZON-032;Secc.02-10-06;42+865;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6565
322;11;S2TS-CLV-052;S2TS-CLV-052;S2TS-CLV-052;AVO;S2TS-ZON-032;Secc.02-10-06;42+865;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6565
323;11;S2TS-CLV-053;S2TS-CLV-053;S2TS-CLV-053;AVO;S2TS-ZON-032;Secc.02-10-06;42+865;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6565
324;11;S2TN-CLV-023;S2TN-CLV-023;S2TN-CLV-023;AVO;S2TN-ZON-016;Secc.03-11-10;42+975;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6675
325;11;S2TN-CLV-024;S2TN-CLV-024;S2TN-CLV-024;AVO;S2TN-ZON-016;Secc.03-11-10;42+975;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6675
326;11;S2TN-CLV-025;S2TN-CLV-025;S2TN-CLV-025;AVO;S2TN-ZON-016;Secc.03-11-10;42+975;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6675
327;11;S2TS-CLV-054;S2TS-CLV-054;S2TS-CLV-054;AVO;S2TS-ZON-034;Secc.02-10-06;43+065;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6765
328;11;S2TS-CLV-055;S2TS-CLV-055;S2TS-CLV-055;AVO;S2TS-ZON-034;Secc.02-10-06;43+065;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6765
329;11;S2TS-CLV-056;S2TS-CLV-056;S2TS-CLV-056;AVO;S2TS-ZON-034;Secc.02-10-06;43+065;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6765
330;11;S2TN-CLV-020;S2TN-CLV-020;S2TN-CLV-020;AVO;S2TN-ZON-015;Secc.03-11-09;43+175;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6875
331;11;S2TN-CLV-021;S2TN-CLV-021;S2TN-CLV-021;AVO;S2TN-ZON-015;Secc.03-11-11;43+175;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6875
332;11;S2TN-CLV-022;S2TN-CLV-022;S2TN-CLV-022;AVO;S2TN-ZON-015;Secc.03-11-09;43+175;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;6875
333;11;S2TN-CLV-017;S2TN-CLV-017;S2TN-CLV-017;AVO;S2TN-ZON-013;Secc.03-11-10;43+355;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7055
334;11;S2TN-CLV-018;S2TN-CLV-018;S2TN-CLV-018;AVO;S2TN-ZON-013;Secc.03-11-09;43+355;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7055
335;11;S2TN-CLV-019;S2TN-CLV-019;S2TN-CLV-019;AVO;S2TN-ZON-013;Secc.03-11-11;43+355;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7055
336;11;S2TS-CLV-057;S2TS-CLV-057;S2TS-CLV-057;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7055
337;11;S2TS-CLV-058;S2TS-CLV-058;S2TS-CLV-058;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7055
338;11;S2TS-CLV-059;S2TS-CLV-059;S2TS-CLV-059;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7055
339;11;S2TS-CLV-060;S2TS-CLV-060;S2TS-CLV-060;AVO;S2TS-ZON-037;Secc.02-10-06;43+355;4;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7055
340;11;S2TS-CLV-061;S2TS-CLV-061;S2TS-CLV-061;AVO;S2TS-ZON-039;Secc.02-10-07;43+535;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7235
341;11;S2TS-CLV-062;S2TS-CLV-062;S2TS-CLV-062;AVO;S2TS-ZON-039;Secc.02-10-07;43+535;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7235
342;11;S2TS-CLV-063;S2TS-CLV-063;S2TS-CLV-063;AVO;S2TS-ZON-039;Secc.02-10-07;43+535;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7235
343;11;S2TN-CLV-014;S2TN-CLV-014;S2TN-CLV-014;AVO;S2TN-ZON-011;Secc.03-11-09;43+56;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7260
344;11;S2TN-CLV-015;S2TN-CLV-015;S2TN-CLV-015;AVO;S2TN-ZON-011;Secc.03-11-09;43+56;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7260
345;11;S2TN-CLV-016;S2TN-CLV-016;S2TN-CLV-016;AVO;S2TN-ZON-011;Secc.03-11-09;43+56;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7260
346;11;S2TS-CLV-064;S2TS-CLV-064;S2TS-CLV-064;AVO;S2TS-ZON-041;Secc.02-10-07;43+665;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7365
347;11;S2TS-CLV-065;S2TS-CLV-065;S2TS-CLV-065;AVO;S2TS-ZON-041;Secc.02-10-07;43+665;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7365
348;11;S2TS-CLV-066;S2TS-CLV-066;S2TS-CLV-066;AVO;S2TS-ZON-041;Secc.02-10-07;43+665;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7365
349;11;S2TN-CLV-010;S2TN-CLV-010;S2TN-CLV-010;AVO;S2TN-ZON-008;Secc.03-11-08;43+775;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7475
350;11;S2TN-CLV-011;S2TN-CLV-011;S2TN-CLV-011;AVO;S2TN-ZON-008;Secc.03-11-09;43+775;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7475
351;11;S2TN-CLV-012;S2TN-CLV-012;S2TN-CLV-012;AVO;S2TN-ZON-008;Secc.03-11-09;43+775;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7475
352;11;S2TS-CLV-067;S2TS-CLV-067;S2TS-CLV-067;AVO;S2TS-ZON-042;Secc.02-10-07;43+865;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7565
353;11;S2TS-CLV-068;S2TS-CLV-068;S2TS-CLV-068;AVO;S2TS-ZON-042;Secc.02-10-07;43+865;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7565
354;11;S2TS-CLV-069;S2TS-CLV-069;S2TS-CLV-069;AVO;S2TS-ZON-042;Secc.02-10-07;43+865;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7565
355;11;S2TN-CLV-007;S2TN-CLV-007;S2TN-CLV-007;AVO;S2TN-ZON-006;Secc.03-11-09;43+98;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7680
356;11;S2TN-CLV-008;S2TN-CLV-008;S2TN-CLV-008;AVO;S2TN-ZON-006;Secc.03-11-09;43+98;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7680
357;11;S2TN-CLV-009;S2TN-CLV-009;S2TN-CLV-009;AVO;S2TN-ZON-006;Secc.03-11-09;43+98;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7680
358;11;S2TS-CLV-070;S2TS-CLV-070;S2TS-CLV-070;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7766
359;11;S2TS-CLV-071;S2TS-CLV-071;S2TS-CLV-071;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7766
360;11;S2TS-CLV-072;S2TS-CLV-072;S2TS-CLV-072;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7766
361;11;S2TS-CLV-073;S2TS-CLV-073;S2TS-CLV-073;AVO;S2TS-ZON-045;Secc.02-10-07;44+066;4;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7766
362;11;S2TN-CLV-004;S2TN-CLV-004;S2TN-CLV-004;AVO;S2TN-ZON-005;Secc.03-11-09;44+155;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7855
363;11;S2TN-CLV-005;S2TN-CLV-005;S2TN-CLV-005;AVO;S2TN-ZON-005;Secc.03-11-08;44+155;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7855
364;11;S2TN-CLV-006;S2TN-CLV-006;S2TN-CLV-006;AVO;S2TN-ZON-005;Secc.03-11-08;44+155;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7855
365;11;S2TS-CLV-074;S2TS-CLV-074;S2TS-CLV-074;AVO;S2TS-ZON-046;Secc.02-10-07;44+25;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7950
366;11;S2TS-CLV-075;S2TS-CLV-075;S2TS-CLV-075;AVO;S2TS-ZON-046;Secc.02-10-07;44+25;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7950
367;11;S2TS-CLV-076;S2TS-CLV-076;S2TS-CLV-076;AVO;S2TS-ZON-046;Secc.02-10-07;44+25;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;7950
368;11;S2TN-CLV-001;S2TN-CLV-001;S2TN-CLV-001;AVO;S2TN-ZON-002;Secc.03-11-08;44+36;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;8060
369;11;S2TN-CLV-002;S2TN-CLV-002;S2TN-CLV-002;AVO;S2TN-ZON-002;Secc.03-11-08;44+36;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;8060
370;11;S2TN-CLV-003;S2TN-CLV-003;S2TN-CLV-003;AVO;S2TN-ZON-002;Secc.03-11-08;44+36;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;8060
371;11;S2TS-CLV-077;S2TS-CLV-077;S2TS-CLV-077;AVO;S2TS-ZON-049;Secc.02-10-07;44+53;1;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;8230
372;11;S2TS-CLV-078;S2TS-CLV-078;S2TS-CLV-078;AVO;S2TS-ZON-049;Secc.02-10-07;44+53;2;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;8230
373;11;S2TS-CLV-079;S2TS-CLV-079;S2TS-CLV-079;AVO;S2TS-ZON-049;Secc.02-10-07;44+53;3;;Fixalia;CLV;modbus;"[{""zone"":1,""type"":""graphic"",""vms_group_id"":1}]";;8230
374;16;S2TS-PMV-004;S2TS-PMV-004;S2TS-PMV-004;AVO;S2TS-ZON-033;Secc.02-10-06;42+955;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;6655
375;16;S2TN-PMV-001;S2TN-PMV-001;S2TN-PMV-001;AVO;S2TN-ZON-012;Secc.03-11-09;43+425;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;7125
376;16;S2TS-PMV-005;S2TS-PMV-005;S2TS-PMV-005;AVO;S2TS-ZON-038;Secc.02-10-06;43+435;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;7135
377;16;S2TS-PMV-006;S2TS-PMV-006;S2TS-PMV-006;AVO;S2TS-ZON-042;Secc.02-10-07;43+8;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;7500
378;16;S2TN-PMV-006;S2TN-PMV-006;S2TN-PMV-006;AVO;S2TN-ZON-039;Secc.03-11-11;40+64;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;4340
379;16;S2TN-PMV-005;S2TN-PMV-005;S2TN-PMV-005;AVO;S2TN-ZON-034;Secc.03-11-11;41+185;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;4885
380;16;S2TN-PMV-004;S2TN-PMV-004;S2TN-PMV-004;AVO;S2TN-ZON-029;Secc.03-11-11;41+7;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text""}]";;5400
381;16;S2TN-PMV-003;S2TN-PMV-003;S2TN-PMV-003;AVO;S2TN-ZON-025;Secc.03-11-10;42+1;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;5800
382;16;S2TN-PMV-002;S2TN-PMV-002;S2TN-PMV-002;AVO;S2TN-ZON-017;Secc.03-11-10;42+91;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;6610
383;16;S2TS-PMV-003;S2TS-PMV-003;S2TS-PMV-003;AVO;S2TS-ZON-028;Secc.02-10-05;42+42;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;6120
385;16;S2TS-PMV-001;S2TS-PMV-001;S2TS-PMV-001;AVO;S2TS-ZON-013;Secc.02-10-04;40+88;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;4580
386;16;S2TS-PMV-002;S2TS-PMV-002;S2TS-PMV-002;AVO;S2TS-ZON-018;Secc.02-10-04;41+375;;;Fixalia;Interior;ntcip;"[{""zone"":1,""type"":""text"",""maxCharsPerLine"":16}]";;5075
