device_name;url_publisher
STM2-CSG;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
EST-CSB-ITS1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSA-RED-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSA-RED-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSA-SAI-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSB-ITS1-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSG-1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSG-2;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSV-A-CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSV-A-MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSV-B-CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSV-B-MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSA-SAI-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSB-ITS1-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSG-3;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSA-BC;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
COR-CSA-BM;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSA-RED;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSV;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSA-SAI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSB-ITS-1;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CS-ITS;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CS-PCI;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSG-GALERIA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSB-ITS-2;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSV-CA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
NG-CSV-MA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSA-A;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
CAS-CSA-B;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
STM2-CSA;http:\/\/192.168.88.70:3000\/api\/v2\/generic\/
