root_device;signal;id;device;channel;description;controller;inverseLogic;xAddress;xStatusAddress
Central de alarmas STM2 Sentido CA;fiberFaultAlarm;7;Siemens_OTS_CA;DI2006;STM2-OTS CA Alarma fibra Zona 7;OTS;false;1013;1213
Central de alarmas STM2 Sentido CA;averageTemperature;1;Siemens_OTS_CA;AI4000;STM2-OTS CA Temperatura media Zona 1;OTS;false;1014;1214
Central de alarmas STM2 Sentido CA;averageTemperature;2;Siemens_OTS_CA;AI4002;STM2-OTS CA Temperatura media Zona 2;OTS;false;1016;1215
Central de alarmas STM2 Sentido CA;averageTemperature;3;Siemens_OTS_CA;AI4004;STM2-OTS CA Temperatura media Zona 3;OTS;false;1018;1216
Central de alarmas STM2 Sentido CA;averageTemperature;4;Siemens_OTS_CA;AI4006;STM2-OTS CA Temperatura media Zona 4;OTS;false;1020;1217
Central de alarmas STM2 Sentido CA;averageTemperature;5;Siemens_OTS_CA;AI4008;STM2-OTS CA Temperatura media Zona 5;OTS;false;1022;1218
Central de alarmas STM2 Sentido CA;averageTemperature;6;Siemens_OTS_CA;AI4010;STM2-OTS CA Temperatura media Zona 6;OTS;false;1024;1219
Central de alarmas STM2 Sentido CA;averageTemperature;7;Siemens_OTS_CA;AI4012;STM2-OTS CA Temperatura media Zona 7;OTS;false;1026;1220
Central de alarmas STM2 Sentido MA;zonesAlarm;1;Siemens_OTS_MA;DI0;STM2-OTS MA Alarma Zona 1;OTS;false;1028;1221
Central de alarmas STM2 Sentido MA;zonesAlarm;2;Siemens_OTS_MA;DI1;STM2-OTS MA Alarma Zona 2;OTS;false;1029;1222
Central de alarmas STM2 Sentido MA;zonesAlarm;3;Siemens_OTS_MA;DI2;STM2-OTS MA Alarma Zona 3;OTS;false;1030;1223
Central de alarmas STM2 Sentido MA;zonesAlarm;4;Siemens_OTS_MA;DI3;STM2-OTS MA Alarma Zona 4;OTS;false;1031;1224
Central de alarmas STM2 Sentido MA;zonesAlarm;5;Siemens_OTS_MA;DI4;STM2-OTS MA Alarma Zona 5;OTS;false;1032;1225
Central de alarmas STM2 Sentido MA;zonesAlarm;6;Siemens_OTS_MA;DI5;STM2-OTS MA Alarma Zona 6;OTS;false;1033;1226
Central de alarmas STM2 Sentido MA;zonesAlarm;7;Siemens_OTS_MA;DI6;STM2-OTS MA Alarma Zona 7;OTS;false;1034;1227
Central de alarmas STM2 Sentido MA;fiberFaultAlarm;1;Siemens_OTS_MA;DI2000;STM2-OTS MA Alarma fibra Zona 1;OTS;false;1035;1228
Central de alarmas STM2 Sentido MA;fiberFaultAlarm;2;Siemens_OTS_MA;DI2001;STM2-OTS MA Alarma fibra Zona 2;OTS;false;1036;1229
Central de alarmas STM2 Sentido MA;fiberFaultAlarm;3;Siemens_OTS_MA;DI2002;STM2-OTS MA Alarma fibra Zona 3;OTS;false;1037;1230
Central de alarmas STM2 Sentido MA;fiberFaultAlarm;4;Siemens_OTS_MA;DI2003;STM2-OTS MA Alarma fibra Zona 4;OTS;false;1038;1231
Central de alarmas STM2 Sentido MA;fiberFaultAlarm;5;Siemens_OTS_MA;DI2004;STM2-OTS MA Alarma fibra Zona 5;OTS;false;1039;1232
Central de alarmas STM2 Sentido MA;fiberFaultAlarm;6;Siemens_OTS_MA;DI2005;STM2-OTS MA Alarma fibra Zona 6;OTS;false;1040;1233
Central de alarmas STM2 Sentido MA;fiberFaultAlarm;7;Siemens_OTS_MA;DI2006;STM2-OTS MA Alarma fibra Zona 7;OTS;false;1041;1234
Central de alarmas STM2 Sentido MA;averageTemperature;1;Siemens_OTS_MA;AI4000;STM2-OTS MA Temperatura media Zona 1;OTS;false;1042;1235
Central de alarmas STM2 Sentido MA;averageTemperature;2;Siemens_OTS_MA;AI4002;STM2-OTS MA Temperatura media Zona 2;OTS;false;1044;1236
Central de alarmas STM2 Sentido MA;averageTemperature;3;Siemens_OTS_MA;AI4004;STM2-OTS MA Temperatura media Zona 3;OTS;false;1046;1237
Central de alarmas STM2 Sentido MA;averageTemperature;4;Siemens_OTS_MA;AI4006;STM2-OTS MA Temperatura media Zona 4;OTS;false;1048;1238
Central de alarmas STM2 Sentido MA;averageTemperature;5;Siemens_OTS_MA;AI4008;STM2-OTS MA Temperatura media Zona 5;OTS;false;1050;1239
Central de alarmas STM2 Sentido MA;averageTemperature;6;Siemens_OTS_MA;AI4010;STM2-OTS MA Temperatura media Zona 6;OTS;false;1052;1240
Central de alarmas STM2 Sentido MA;averageTemperature;7;Siemens_OTS_MA;AI4012;STM2-OTS MA Temperatura media Zona 7;OTS;false;1054;1241
