item;alias;description;sessionuid;road;stretchs;pk;param1_brand;param2_model;param3_stream_mjpeg;
32;CAM-PN-15;CAM-PN-15;CAM-PN-15;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
33;CAM-PN-16;CAM-PN-16;CAM-PN-16;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
34;CAM-PN-17;CAM-PN-17;CAM-PN-17;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
35;CAM-PN-18;CAM-PN-18;CAM-PN-18;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
36;CAM-PN-19;CAM-PN-19;CAM-PN-19;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
37;CAM-PN-20;CAM-PN-20;CAM-PN-20;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
38;CAM-RT-1;CAM-RT-1;CAM-RT-1;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
39;CAM-RT-2;CAM-RT-2;CAM-RT-2;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
40;CAM-RT-3;CAM-RT-3;CAM-RT-3;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
41;CAM-RT-4;CAM-RT-4;CAM-RT-4;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
42;CAM-RT-5;CAM-RT-5;CAM-RT-5;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
43;CAM-RT-6;CAM-RT-6;CAM-RT-6;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
44;CAM-RT-7;CAM-RT-7;CAM-RT-7;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
45;CAM-RE-1;CAM-RE-1;CAM-RE-1;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
46;CAM-RE-2;CAM-RE-2;CAM-RE-2;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
47;CAM-RE-3;CAM-RE-3;CAM-RE-3;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
48;CAM-RE-4;CAM-RE-4;CAM-RE-4;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
49;CAM-RE-5;CAM-RE-5;CAM-RE-5;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
50;CAM-RE-6;CAM-RE-6;CAM-RE-6;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
51;CAM-RE-7;CAM-RE-7;CAM-RE-7;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
52;CAM-RE-8;CAM-RE-8;CAM-RE-8;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
53;CAM-RE-9;CAM-RE-9;CAM-RE-9;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
54;CAM-RE-10;CAM-RE-10;CAM-RE-10;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
55;CAM-RE-11;CAM-RE-11;CAM-RE-11;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
56;CAM-RE-12;CAM-RE-12;CAM-RE-12;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
57;CAM-RE-13;CAM-RE-13;CAM-RE-13;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
58;CAM-RE-14;CAM-RE-14;CAM-RE-14;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
59;CAM-RE-15;CAM-RE-15;CAM-RE-15;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
60;CAM-RE-16;CAM-RE-16;CAM-RE-16;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
61;CAM-RE-17;CAM-RE-17;CAM-RE-17;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
62;CAM-RE-18;CAM-RE-18;CAM-RE-18;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
63;CAM-RE-19;CAM-RE-19;CAM-RE-19;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
64;CAM-RE-20;CAM-RE-20;CAM-RE-20;BA;BA;0+100;Revenga;Revenga;http://109.206.96.58:8080/cam_1.cgi
