root_device;signal;id;device;channel;description;controller;inverseLogic
CAS-VENT-VF7-MA;directSpinInput;1;CGBT_BC;M5DI3;CAS-VENT-VF7-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF7-MA;directSpinOutput;2;CGBT_BC;M4DO5;CAS-VENT-VF7-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF7-MA;inverseSpinInput;3;CGBT_BC;M5DI4;CAS-VENT-VF7-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF7-MA;inverseSpinOutput;4;CGBT_BC;M4DO6;CAS-VENT-VF7-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF8-MA;directSpinInput;1;CGBT_BM;M5DI3;CAS-VENT-VF8-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF8-MA;directSpinOutput;2;CGBT_BM;M4DO5;CAS-VENT-VF8-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF8-MA;inverseSpinInput;3;CGBT_BM;M5DI4;CAS-VENT-VF8-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF8-MA;inverseSpinOutput;4;CGBT_BM;M4DO6;CAS-VENT-VF8-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF9-MA;directSpinInput;1;CGBT_BM;M5DI7;CAS-VENT-VF9-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF9-MA;directSpinOutput;2;CGBT_BM;M4DO7;CAS-VENT-VF9-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF9-MA;inverseSpinInput;3;CGBT_BM;M5DI8;CAS-VENT-VF9-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF9-MA;inverseSpinOutput;4;CGBT_BM;M5DO0;CAS-VENT-VF9-MA Control giro sentido inverso;WAGO;false
CAS-VENT-VF10-MA;directSpinInput;1;CGBT_BM;M5DI11;CAS-VENT-VF10-MA Estado giro sentido directo;WAGO;false
CAS-VENT-VF10-MA;directSpinOutput;2;CGBT_BM;M5DO1;CAS-VENT-VF10-MA Control giro sentido directo;WAGO;false
CAS-VENT-VF10-MA;inverseSpinInput;3;CGBT_BM;M5DI12;CAS-VENT-VF10-MA Estado giro sentido inverso;WAGO;false
CAS-VENT-VF10-MA;inverseSpinOutput;4;CGBT_BM;M5DO2;CAS-VENT-VF10-MA Control giro sentido inverso;WAGO;false
