root_device;signal;id;device;channel;description;controller;inverseLogic;xAddress;xStatusAddress
Central de alarmas CH Sentido MA;fiberFaultAlarm;7;Siemens_OTS_MA;DI2006;CH-OTS MA Alarma fibra Zona 7;OTS;false;1046;1238
Central de alarmas CH Sentido MA;fiberFaultAlarm;8;Siemens_OTS_MA;DI2007;CH-OTS MA Alarma fibra Zona 8;OTS;false;1047;1239
Central de alarmas CH Sentido MA;averageTemperature;1;Siemens_OTS_MA;AI4000;CH-OTS MA Temperatura media Zona 1;OTS;false;1048;1240
Central de alarmas CH Sentido MA;averageTemperature;2;Siemens_OTS_MA;AI4002;CH-OTS MA Temperatura media Zona 2;OTS;false;1050;1241
Central de alarmas CH Sentido MA;averageTemperature;3;Siemens_OTS_MA;AI4004;CH-OTS MA Temperatura media Zona 3;OTS;false;1052;1242
Central de alarmas CH Sentido MA;averageTemperature;4;Siemens_OTS_MA;AI4006;CH-OTS MA Temperatura media Zona 4;OTS;false;1054;1243
Central de alarmas CH Sentido MA;averageTemperature;5;Siemens_OTS_MA;AI4008;CH-OTS MA Temperatura media Zona 5;OTS;false;1056;1244
Central de alarmas CH Sentido MA;averageTemperature;6;Siemens_OTS_MA;AI4010;CH-OTS MA Temperatura media Zona 6;OTS;false;1058;1245
Central de alarmas CH Sentido MA;averageTemperature;7;Siemens_OTS_MA;AI4012;CH-OTS MA Temperatura media Zona 7;OTS;false;1060;1246
Central de alarmas CH Sentido MA;averageTemperature;8;Siemens_OTS_MA;AI4014;CH-OTS MA Temperatura media Zona 8;OTS;false;1062;1247
