item;alias;description;sessionuid;road;stretchs;secc;pk;dm
360;UF-S2TS-CAB-016;UF-S2TS-CAB-016;UF-S2TS-CAB-016;AVO;;Secc.03-11-11;41+415;5115
361;UF-S2TS-CAB-017;UF-S2TS-CAB-017;UF-S2TS-CAB-017;AVO;;Secc.03-11-11;41+415;5115
362;2E11-ELE-002.PEVPres;2E11-ELE-002.PEVPres;2E11-ELE-002.PEVPres;AVO;;Secc.03-11-11;41+415;5115
363;UF-2E11-CAB-001;UF-2E11-CAB-001;UF-2E11-CAB-001;AVO;;Secc.03-11-11;41+415;5115
364;UF-2E11-CAB-002;UF-2E11-CAB-002;UF-2E11-CAB-002;AVO;;Secc.03-11-11;41+415;5115
365;UF-IPRO-AIM-001;UF-IPRO-AIM-001;UF-IPRO-AIM-001;AVO;;Secc.03-11-11;41+415;5115
366;UF-IPRO-CAB-001;UF-IPRO-CAB-001;UF-IPRO-CAB-001;AVO;;Secc.03-11-11;41+415;5115
367;UF-S2TN-CAB-032;UF-S2TN-CAB-032;UF-S2TN-CAB-032;AVO;;Secc.03-11-11;41+415;5115
368;CC.15;CC.15;CC.15;AVO;;Secc.03-11-11;41+415;5115
369;UF-S2TN-CAB-033;UF-S2TN-CAB-033;UF-S2TN-CAB-033;AVO;;Secc.03-11-11;41+415;5115
370;UF-S2TS-CAB-018;UF-S2TS-CAB-018;UF-S2TS-CAB-018;AVO;;Secc.03-11-11;41+415;5115
371;2E12-ELE-002.PEVPres;2E12-ELE-002.PEVPres;2E12-ELE-002.PEVPres;AVO;;Secc.03-11-11;41+415;5115
372;UF-2E12-CAB-001;UF-2E12-CAB-001;UF-2E12-CAB-001;AVO;;Secc.03-11-11;41+415;5115
373;UF-2E12-CAB-002;UF-2E12-CAB-002;UF-2E12-CAB-002;AVO;;Secc.03-11-11;41+415;5115
374;UF-S2TN-CAB-030;UF-S2TN-CAB-030;UF-S2TN-CAB-030;AVO;;Secc.03-11-11;41+415;5115
375;UF-S2TN-CAB-031;UF-S2TN-CAB-031;UF-S2TN-CAB-031;AVO;;Secc.03-11-11;41+415;5115
376;CC.29;CC.29;CC.29;AVO;;Secc.03-11-11;41+415;5115
377;UF-S2TS-CAB-019;UF-S2TS-CAB-019;UF-S2TS-CAB-019;AVO;;Secc.03-11-11;41+415;5115
378;UF-S2TS-CAB-020;UF-S2TS-CAB-020;UF-S2TS-CAB-020;AVO;;Secc.03-11-11;41+415;5115
379;UF-S2TS-CAB-021;UF-S2TS-CAB-021;UF-S2TS-CAB-021;AVO;;Secc.03-11-11;41+415;5115
380;2E13-ELE-002.PEVPres;2E13-ELE-002.PEVPres;2E13-ELE-002.PEVPres;AVO;;Secc.03-11-11;41+415;5115
381;UF-2E13-CAB-001;UF-2E13-CAB-001;UF-2E13-CAB-001;AVO;;Secc.03-11-11;41+415;5115
382;UF-2E13-CAB-002;UF-2E13-CAB-002;UF-2E13-CAB-002;AVO;;Secc.03-11-11;41+415;5115
383;UF-S2TN-CAB-028;UF-S2TN-CAB-028;UF-S2TN-CAB-028;AVO;;Secc.03-11-11;41+415;5115
384;UF-S2TN-CAB-029;UF-S2TN-CAB-029;UF-S2TN-CAB-029;AVO;;Secc.03-11-11;41+415;5115
385;UF-S2TS-CAB-022;UF-S2TS-CAB-022;UF-S2TS-CAB-022;AVO;;Secc.03-11-11;41+415;5115
386;CC.16;CC.16;CC.16;AVO;;Secc.03-11-11;41+415;5115
387;CC.30;CC.30;CC.30;AVO;;Secc.03-11-11;41+415;5115
388;UF-SAPR-AIM-001;UF-SAPR-AIM-001;UF-SAPR-AIM-001;AVO;;Secc.03-11-11;41+415;5115
389;UF-SAPR-CAB-001;UF-SAPR-CAB-001;UF-SAPR-CAB-001;AVO;;Secc.03-11-11;41+415;5115
390;UF-SAPR-CAB-002;UF-SAPR-CAB-002;UF-SAPR-CAB-002;AVO;;Secc.03-11-11;41+415;5115
391;UF-SMPN-CAB-001;UF-SMPN-CAB-001;UF-SMPN-CAB-001;AVO;;Secc.03-11-11;41+415;5115
392;UF-SMPN-CAB-002;UF-SMPN-CAB-002;UF-SMPN-CAB-002;AVO;;Secc.03-11-11;41+415;5115
394;CT01-RACK-COM.IntABIERTO;CT01-RACK-COM.IntABIERTO;CT01-RACK-COM.IntABIERTO;AVO;;Secc.01-10-14;36+920;620
395;CT01-RACK-MEGAF.IntABIERTO;CT01-RACK-MEGAF.IntABIERTO;CT01-RACK-MEGAF.IntABIERTO;AVO;;Secc.01-10-14;36+920;620
396;CT01-P110.IntABIERTO;CT01-P110.IntABIERTO;CT01-P110.IntABIERTO;AVO;;Secc.01-10-14;36+920;620
397;UF-1ES0-CAB-001;UF-1ES0-CAB-001;UF-1ES0-CAB-001;AVO;;Secc.01-10-14;36+920;620
398;UF-S1TS-AIM-001;UF-S1TS-AIM-001;UF-S1TS-AIM-001;AVO;;Secc.01-10-14;36+920;620
411;CT03-RACK-COM.IntABIERTO;CT03-RACK-COM.IntABIERTO;CT03-RACK-COM.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
412;CT03-RACK-MEGAF.IntABIERTO;CT03-RACK-MEGAF.IntABIERTO;CT03-RACK-MEGAF.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
413;CT03-P109.IntABIERTO;CT03-P109.IntABIERTO;CT03-P109.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
414;CT03-P204.IntABIERTO;CT03-P204.IntABIERTO;CT03-P204.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
415;CT03-RACK-RADIO.IntABIERTO;CT03-RACK-RADIO.IntABIERTO;CT03-RACK-RADIO.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
417;CT02-RACK-RADIO.IntABIERTO;CT02-RACK-RADIO.IntABIERTO;CT02-RACK-RADIO.IntABIERTO;AVO;;Secc.01-10-01;38+048;1748
418;CT02-RACK-COM.IntABIERTO;CT02-RACK-COM.IntABIERTO;CT02-RACK-COM.IntABIERTO;AVO;;Secc.01-10-01;38+048;1748
419;CT02-RACK-MEGAF.IntABIERTO;CT02-RACK-MEGAF.IntABIERTO;CT02-RACK-MEGAF.IntABIERTO;AVO;;Secc.01-10-01;38+048;1748
420;CC.03;CC.03;CC.03;AVO;;Secc.01-10-01;38+048;1748
421;CT02-P203.IntABIERTO;CT02-P203.IntABIERTO;CT02-P203.IntABIERTO;AVO;;Secc.01-10-01;38+048;1748
422;1ES1-ELE-001.PEVPres;1ES1-ELE-001.PEVPres;1ES1-ELE-001.PEVPres;AVO;;Secc.01-11-12;39+015;2715
423;UF-1ES1-CAB-001;UF-1ES1-CAB-001;UF-1ES1-CAB-001;AVO;;Secc.01-11-12;39+015;2715
424;UF-SAEB-CAB-001;UF-SAEB-CAB-001;UF-SAEB-CAB-001;AVO;;Secc.01-11-12;39+015;2715
425;CC.05;CC.05;CC.05;AVO;;Secc.01-11-12;39+015;2715
426;UF-SAEB-CAB-002;UF-SAEB-CAB-002;UF-SAEB-CAB-002;AVO;;Secc.01-11-12;39+015;2715
427;UF-SAEB-AIM-001;UF-SAEB-AIM-001;UF-SAEB-AIM-001;AVO;;Secc.01-11-12;39+015;2715
428;UF-S1TS-CAB-019;UF-S1TS-CAB-019;UF-S1TS-CAB-019;AVO;;Secc.01-11-12;39+015;2715
429;UF-S1TS-CAB-020;UF-S1TS-CAB-020;UF-S1TS-CAB-020;AVO;;Secc.01-11-12;39+015;2715
430;1E08-ELE-001.PEVPres;1E08-ELE-001.PEVPres;1E08-ELE-001.PEVPres;AVO;;Secc.01-11-12;39+015;2715
431;UF-S1TS-CAB-017;UF-S1TS-CAB-017;UF-S1TS-CAB-017;AVO;;Secc.01-11-12;39+015;2715
432;UF-1E08-CAB-001;UF-1E08-CAB-001;UF-1E08-CAB-001;AVO;;Secc.01-11-12;39+015;2715
433;UF-S1TS-CAB-018;UF-S1TS-CAB-018;UF-S1TS-CAB-018;AVO;;Secc.01-11-12;39+015;2715
434;1E07-ELE-001.PEVPres;1E07-ELE-001.PEVPres;1E07-ELE-001.PEVPres;AVO;;Secc.01-11-12;39+015;2715
435;UF-S1TS-CAB-015;UF-S1TS-CAB-015;UF-S1TS-CAB-015;AVO;;Secc.01-11-12;39+015;2715
436;UF-1E07-CAB-001;UF-1E07-CAB-001;UF-1E07-CAB-001;AVO;;Secc.01-11-12;39+015;2715
437;UF-S1TS-CAB-016;UF-S1TS-CAB-016;UF-S1TS-CAB-016;AVO;;Secc.01-11-12;39+015;2715
467;CT04-RACK-RADIO.IntABIERTO;CT04-RACK-RADIO.IntABIERTO;CT04-RACK-RADIO.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
468;CT04-RACK-COM.IntABIERTO;CT04-RACK-COM.IntABIERTO;CT04-RACK-COM.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
469;CT04-RACK-MEGAF.IntABIERTO;CT04-RACK-MEGAF.IntABIERTO;CT04-RACK-MEGAF.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
470;CC.10;CC.10;CC.10;AVO;;Secc.01-11-12;39+015;2715
471;CC.25;CC.25;CC.25;AVO;;Secc.01-11-12;39+015;2715
472;CT04-P108.IntABIERTO;CT04-P108.IntABIERTO;CT04-P108.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
473;CT04-P205.IntABIERTO;CT04-P205.IntABIERTO;CT04-P205.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
474;CT04-P207.IntABIERTO;CT04-P207.IntABIERTO;CT04-P207.IntABIERTO;AVO;;Secc.01-11-12;39+015;2715
475;2E03-ELE-002.PEVPres;2E03-ELE-002.PEVPres;2E03-ELE-002.PEVPres;AVO;;Secc.02-10-04;40+37;4070
476;UF-2E03-CAB-001;UF-2E03-CAB-001;UF-2E03-CAB-001;AVO;;Secc.02-10-04;40+37;4070
477;UF-2E03-CAB-002;UF-2E03-CAB-002;UF-2E03-CAB-002;AVO;;Secc.02-10-04;40+37;4070
478;UF-S2TN-CAB-047;UF-S2TN-CAB-047;UF-S2TN-CAB-047;AVO;;Secc.02-10-04;40+37;4070
479;UF-S2TN-CAB-048;UF-S2TN-CAB-048;UF-S2TN-CAB-048;AVO;;Secc.02-10-04;40+37;4070
480;CC.09;CC.09;CC.09;AVO;;Secc.02-10-04;40+37;4070
481;CC.24;CC.24;CC.24;AVO;;Secc.02-10-04;40+37;4070
482;UF-S2TS-CAB-001;UF-S2TS-CAB-001;UF-S2TS-CAB-001;AVO;;Secc.02-10-04;40+37;4070
483;UF-S2TS-CAB-002;UF-S2TS-CAB-002;UF-S2TS-CAB-002;AVO;;Secc.02-10-04;40+37;4070
509;CT08-RACK-RADIO.IntABIERTO;CT08-RACK-RADIO.IntABIERTO;CT08-RACK-RADIO.IntABIERTO;AVO;;Secc.03-11-08;44+52;8220
510;CT08-RACK-COM.IntABIERTO;CT08-RACK-COM.IntABIERTO;CT08-RACK-COM.IntABIERTO;AVO;;Secc.03-11-08;44+52;8220
511;CT08-RACK-MEGAF.IntABIERTO;CT08-RACK-MEGAF.IntABIERTO;CT08-RACK-MEGAF.IntABIERTO;AVO;;Secc.03-11-08;44+52;8220
512;CT08-P101.IntABIERTO;CT08-P101.IntABIERTO;CT08-P101.IntABIERTO;AVO;;Secc.03-11-08;44+52;8220
513;CT08-P211.IntABIERTO;CT08-P211.IntABIERTO;CT08-P211.IntABIERTO;AVO;;Secc.03-11-08;44+52;8220
542;CT06-RACK-RADIO.IntABIERTO;CT06-RACK-RADIO.IntABIERTO;CT06-RACK-RADIO.IntABIERTO;AVO;;Secc.02-10-05;42+58;6280
543;CT06-RACK-COM.IntABIERTO;CT06-RACK-COM.IntABIERTO;CT06-RACK-COM.IntABIERTO;AVO;;Secc.02-10-05;42+58;6280
544;CT06-RACK-MEGAF.IntABIERTO;CT06-RACK-MEGAF.IntABIERTO;CT06-RACK-MEGAF.IntABIERTO;AVO;;Secc.02-10-05;42+58;6280
545;CT06-P208.IntABIERTO;CT06-P208.IntABIERTO;CT06-P208.IntABIERTO;AVO;;Secc.02-10-05;42+58;6280
546;CT06-P102.IntABIERTO;CT06-P102.IntABIERTO;CT06-P102.IntABIERTO;AVO;;Secc.02-10-05;42+58;6280
547;2E18-ELE-002.PEVPres;2E18-ELE-002.PEVPres;2E18-ELE-002.PEVPres;AVO;;Secc.02-10-05;42+58;6280
548;2E18-ELE-002.PEVPresb;2E18-ELE-002.PEVPresb;2E18-ELE-002.PEVPresb;AVO;;Secc.02-10-05;42+58;6280
549;UF-2E18-CAB-001;UF-2E18-CAB-001;UF-2E18-CAB-001;AVO;;Secc.02-10-05;42+58;6280
550;UF-2E18-CAB-002;UF-2E18-CAB-002;UF-2E18-CAB-002;AVO;;Secc.02-10-05;42+58;6280
551;UF-S2TN-CAB-018;UF-S2TN-CAB-018;UF-S2TN-CAB-018;AVO;;Secc.02-10-05;42+58;6280
552;UF-S2TN-CAB-019;UF-S2TN-CAB-019;UF-S2TN-CAB-019;AVO;;Secc.02-10-05;42+58;6280
553;UF-S2TS-CAB-031;UF-S2TS-CAB-031;UF-S2TS-CAB-031;AVO;;Secc.02-10-05;42+58;6280
554;UF-S2TS-CAB-032;UF-S2TS-CAB-032;UF-S2TS-CAB-032;AVO;;Secc.02-10-05;42+58;6280
555;CC.32;CC.32;CC.32;AVO;;Secc.02-10-05;42+58;6280
587;CT07-RACK-RADIO.IntABIERTO;CT07-RACK-RADIO.IntABIERTO;CT07-RACK-RADIO.IntABIERTO;AVO;;Secc.02-10-06;43+52;7220
588;CT07-RACK-COM.IntABIERTO;CT07-RACK-COM.IntABIERTO;CT07-RACK-COM.IntABIERTO;AVO;;Secc.02-10-06;43+52;7220
589;CT07-RACK-MEGAF.IntABIERTO;CT07-RACK-MEGAF.IntABIERTO;CT07-RACK-MEGAF.IntABIERTO;AVO;;Secc.02-10-06;43+52;7220
590;CT07-P209.IntABIERTO;CT07-P209.IntABIERTO;CT07-P209.IntABIERTO;AVO;;Secc.02-10-06;43+52;7220
591;CT07-P210.IntABIERTO;CT07-P210.IntABIERTO;CT07-P210.IntABIERTO;AVO;;Secc.02-10-06;43+52;7220
592;CT05-RACK-RADIO.IntABIERTO;CT05-RACK-RADIO.IntABIERTO;CT05-RACK-RADIO.IntABIERTO;AVO;;Secc.03-11-11;41+415;5115
593;CT05-RACK-COM.IntABIERTO;CT05-RACK-COM.IntABIERTO;CT05-RACK-COM.IntABIERTO;AVO;;Secc.03-11-11;41+415;5115
594;CT05-RACK-MEGAF.IntABIERTO;CT05-RACK-MEGAF.IntABIERTO;CT05-RACK-MEGAF.IntABIERTO;AVO;;Secc.03-11-11;41+415;5115
595;CC.28;CC.28;CC.28;AVO;;Secc.03-11-11;41+415;5115
596;CT05-P106.IntABIERTO;CT05-P106.IntABIERTO;CT05-P106.IntABIERTO;AVO;;Secc.03-11-11;41+415;5115
597;CT05-P206.IntABIERTO;CT05-P206.IntABIERTO;CT05-P206.IntABIERTO;AVO;;Secc.03-11-11;41+415;5115
598;CT05-P104.IntABIERTO;CT05-P104.IntABIERTO;CT05-P104.IntABIERTO;AVO;;Secc.03-11-11;41+415;5115
599;CT05-P105.IntABIERTO;CT05-P105.IntABIERTO;CT05-P105.IntABIERTO;AVO;;Secc.03-11-11;41+415;5115
601;CT01-CLI1-SE1;Celda de Línea MT;CT01-CLI1-SE1;AVO;;;;
602;CT01-CPF1-SE1;Celda de protección con Fusibles MT;CT01-CPF1-SE1;AVO;;;;
603;CT02-CLI1-SE2;Celda de Línea MT;CT02-CLI1-SE2;AVO;;;;
604;CT02-CPF1-SE2;Celda de protección con Fusibles MT;CT02-CPF1-SE2;AVO;;;;
605;CT02-CPF2-SE2;Celda de protección con Fusibles MT;CT02-CPF2-SE2;AVO;;;;
606;CT02-CPF3-SE2;Celda de protección con Fusibles MT;CT02-CPF3-SE2;AVO;;;;
607;CT03-CLI1-SE3;Celda de Línea MT;CT03-CLI1-SE3;AVO;;;;
608;CT03-CPF1-SE3;Celda de protección con Fusibles MT;CT03-CPF1-SE3;AVO;;;;
609;CT04-CLI1-SE4;Celda de Línea MT;CT04-CLI1-SE4;AVO;;;;
610;CT04-CPF1-SE4;Celda de protección con Fusibles MT;CT04-CPF1-SE4;AVO;;;;
611;CT04-CPF2-SE4;Celda de protección con Fusibles MT;CT04-CPF2-SE4;AVO;;;;
612;CT05-CLI1-SE5;Celda de Línea MT;CT05-CLI1-SE5;AVO;;;;
613;CT05-CPF1-SE5;Celda de protección con Fusibles MT;CT05-CPF1-SE5;AVO;;;;
614;CT05-CPF2-SE5;Celda de protección con Fusibles MT;CT05-CPF2-SE5;AVO;;;;
615;CT05-CPF3-SE5;Celda de protección con Fusibles MT;CT05-CPF3-SE5;AVO;;;;
616;CT06-CLI1-SE6;Celda de Línea MT;CT06-CLI1-SE6;AVO;;;;
617;CT06-CPF1-SE6;Celda de protección con Fusibles MT;CT06-CPF1-SE6;AVO;;;;
618;CT06-CPF2-SE6;Celda de protección con Fusibles MT;CT06-CPF2-SE6;AVO;;;;
619;CT06-CPF3-SE6;Celda de protección con Fusibles MT;CT06-CPF3-SE6;AVO;;;;
620;CT07-CLI1-SE7;Celda de Línea MT;CT07-CLI1-SE7;AVO;;;;
621;CT07-CPF1-SE7;Celda de protección con Fusibles MT;CT07-CPF1-SE7;AVO;;;;
622;CT07-CPF2-SE7;Celda de protección con Fusibles MT;CT07-CPF2-SE7;AVO;;;;
623;CT07-CPF3-SE7;Celda de protección con Fusibles MT;CT07-CPF3-SE7;AVO;;;;
624;CT08-CLI1-SE8;Celda de Línea MT;CT08-CLI1-SE8;AVO;;;;
625;CT08-CPF1-SE8;Celda de protección con Fusibles MT;CT08-CPF1-SE8;AVO;;;;
626;CT08-CPF2-SE8;Celda de protección con Fusibles MT;CT08-CPF2-SE8;AVO;;;;
627;CT08-CPF3-SE8;Celda de protección con Fusibles MT;CT08-CPF3-SE8;AVO;;;;
628;CT03-P212.IntABIERTO;CT03-P212.IntABIERTO;CT03-P212.IntABIERTO;AVO;;;;
