device_name;session_uid;plc_name;host;port(i);url_publisher;read_permission;write_permission;offset_actual_brightness_state(i);offset_picto(i);offset_door_open(i);offset_communication_fail(i);offset_pixel_test_board_fail_0(i);offset_pixel_test_board_fail_1(i);offset_pixel_test_board_fail_2(i);offset_pixel_test_board_fail_3(i);offset_pixel_test_board_fail_4(i);offset_pixel_test_board_fail_5(i);offset_luxes_sensor_error(i);offset_pixel_error(i);offset_overtemperature(i);offset_pixel_test(i);offset_manual_brightness(i);offset_display_error(i);offset_image_modification_state(i)
INKP-CLV-005;INKP-CLV-005;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11301;11303;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11307;11306;11299;11299
IVIP-CLV-001;IVIP-CLV-001;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11310;11312;11309;11309;11309;11309;11309;11309;11309;11309;11309;11309;11309;11316;11315;11308;11308
S2TN-CLV-063;S2TN-CLV-063;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11319;11321;11318;11318;11318;11318;11318;11318;11318;11318;11318;11318;11318;11325;11324;11317;11317
S2TN-CLV-064;S2TN-CLV-064;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11328;11330;11327;11327;11327;11327;11327;11327;11327;11327;11327;11327;11327;11334;11333;11326;11326
S2TN-CLV-065;S2TN-CLV-065;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11337;11339;11336;11336;11336;11336;11336;11336;11336;11336;11336;11336;11336;11343;11342;11335;11335
S2TS-CLV-010;S2TS-CLV-010;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11346;11348;11345;11345;11345;11345;11345;11345;11345;11345;11345;11345;11345;11352;11351;11344;11344
S2TS-CLV-011;S2TS-CLV-011;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11355;11357;11354;11354;11354;11354;11354;11354;11354;11354;11354;11354;11354;11361;11360;11353;11353
S2TS-CLV-012;S2TS-CLV-012;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11364;11366;11363;11363;11363;11363;11363;11363;11363;11363;11363;11363;11363;11370;11369;11362;11362
S2TN-CLV-059;S2TN-CLV-059;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11373;11375;11372;11372;11372;11372;11372;11372;11372;11372;11372;11372;11372;11379;11378;11371;11371
S2TN-CLV-060;S2TN-CLV-060;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11382;11384;11381;11381;11381;11381;11381;11381;11381;11381;11381;11381;11381;11388;11387;11380;11380
S2TN-CLV-061;S2TN-CLV-061;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11391;11393;11390;11390;11390;11390;11390;11390;11390;11390;11390;11390;11390;11397;11396;11389;11389
S2TN-CLV-062;S2TN-CLV-062;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11400;11402;11399;11399;11399;11399;11399;11399;11399;11399;11399;11399;11399;11406;11405;11398;11398
S2TS-CLV-013;S2TS-CLV-013;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11409;11411;11408;11408;11408;11408;11408;11408;11408;11408;11408;11408;11408;11415;11414;11407;11407
S2TS-CLV-014;S2TS-CLV-014;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11418;11420;11417;11417;11417;11417;11417;11417;11417;11417;11417;11417;11417;11424;11423;11416;11416
S2TS-CLV-015;S2TS-CLV-015;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11427;11429;11426;11426;11426;11426;11426;11426;11426;11426;11426;11426;11426;11433;11432;11425;11425
S2TN-CLV-055;S2TN-CLV-055;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11436;11438;11435;11435;11435;11435;11435;11435;11435;11435;11435;11435;11435;11442;11441;11434;11434
S2TN-CLV-056;S2TN-CLV-056;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11445;11447;11444;11444;11444;11444;11444;11444;11444;11444;11444;11444;11444;11451;11450;11443;11443
S2TN-CLV-057;S2TN-CLV-057;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11454;11456;11453;11453;11453;11453;11453;11453;11453;11453;11453;11453;11453;11460;11459;11452;11452
S2TN-CLV-058;S2TN-CLV-058;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11463;11465;11462;11462;11462;11462;11462;11462;11462;11462;11462;11462;11462;11469;11468;11461;11461
S2TS-CLV-016;S2TS-CLV-016;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11472;11474;11471;11471;11471;11471;11471;11471;11471;11471;11471;11471;11471;11478;11477;11470;11470
S2TS-CLV-017;S2TS-CLV-017;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11481;11483;11480;11480;11480;11480;11480;11480;11480;11480;11480;11480;11480;11487;11486;11479;11479
S2TS-CLV-018;S2TS-CLV-018;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11490;11492;11489;11489;11489;11489;11489;11489;11489;11489;11489;11489;11489;11496;11495;11488;11488
S2TS-CLV-019;S2TS-CLV-019;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11499;11501;11498;11498;11498;11498;11498;11498;11498;11498;11498;11498;11498;11505;11504;11497;11497
S2TS-CLV-020;S2TS-CLV-020;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11508;11510;11507;11507;11507;11507;11507;11507;11507;11507;11507;11507;11507;11514;11513;11506;11506
S2TS-CLV-021;S2TS-CLV-021;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11517;11519;11516;11516;11516;11516;11516;11516;11516;11516;11516;11516;11516;11523;11522;11515;11515
S2TN-CLV-052;S2TN-CLV-052;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11526;11528;11525;11525;11525;11525;11525;11525;11525;11525;11525;11525;11525;11532;11531;11524;11524
S2TN-CLV-053;S2TN-CLV-053;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11535;11537;11534;11534;11534;11534;11534;11534;11534;11534;11534;11534;11534;11541;11540;11533;11533
S2TN-CLV-054;S2TN-CLV-054;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11544;11546;11543;11543;11543;11543;11543;11543;11543;11543;11543;11543;11543;11550;11549;11542;11542
S2TN-CLV-048;S2TN-CLV-048;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11553;11555;11552;11552;11552;11552;11552;11552;11552;11552;11552;11552;11552;11559;11558;11551;11551
S2TN-CLV-049;S2TN-CLV-049;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11562;11564;11561;11561;11561;11561;11561;11561;11561;11561;11561;11561;11561;11568;11567;11560;11560
S2TN-CLV-050;S2TN-CLV-050;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11571;11573;11570;11570;11570;11570;11570;11570;11570;11570;11570;11570;11570;11577;11576;11569;11569
S2TN-CLV-051;S2TN-CLV-051;CT05_PLC_E;10.133.50.37;28033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;11580;11582;11579;11579;11579;11579;11579;11579;11579;11579;11579;11579;11579;11586;11585;11578;11578
