device_name;session_uid;PLC_name;PLC_ip;PLC_port(i);url_publisher;read_permission;write_permission;offset_avg_temperature(i);offset_alarm_zone(i);offset_fiber_fault(i);offset_fiber_failure_position(i);bit_zone(i);bit_fiber_fault(i)
ICNP-ZON-002;ICNP-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14009;14227;14235;14243;11;11
ICNP-ZON-003;ICNP-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14011;14227;14235;14243;12;12
ICNP-ZON-004;ICNP-ZON-004;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14013;14227;14235;14243;13;13
ICNP-ZON-005;ICNP-ZON-005;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14015;14227;14235;14243;14;14
SMPN-ZON-001;SMPN-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14041;14228;14236;14243;11;11
SMPN-ZON-002;SMPN-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14043;14228;14236;14243;12;12
SMPN-ZON-003;SMPN-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14045;14228;14236;14243;13;13
S2TS-ZON-020;S2TS-ZON-020;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14059;14229;14237;14243;4;4
S2TS-ZON-019;S2TS-ZON-019;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14061;14229;14237;14243;5;5
S2TS-ZON-018;S2TS-ZON-018;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14063;14229;14237;14243;6;6
S2TS-ZON-017;S2TS-ZON-017;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14065;14229;14237;14243;7;7
S2TS-ZON-016;S2TS-ZON-016;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14067;14229;14237;14243;8;8
S2TS-ZON-015;S2TS-ZON-015;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14099;14230;14238;14243;8;8
S2TS-ZON-014;S2TS-ZON-014;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14101;14230;14238;14243;9;9
S2TS-ZON-013;S2TS-ZON-013;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14103;14230;14238;14243;10;10
S2TS-ZON-012;S2TS-ZON-012;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14113;14230;14238;14243;15;15
S2TS-ZON-011;S2TS-ZON-011;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14131;14231;14239;14243;8;8
S2TS-ZON-010;S2TS-ZON-010;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14133;14231;14239;14243;9;9
S2TS-ZON-009;S2TS-ZON-009;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14135;14231;14239;14243;10;10
S2TS-ZON-008;S2TS-ZON-008;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14137;14231;14239;14243;11;11
S2TS-ZON-007;S2TS-ZON-007;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14139;14231;14239;14243;12;12
S2TS-ZON-006;S2TS-ZON-006;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14141;14231;14239;14243;13;13
S2TS-ZON-005;S2TS-ZON-005;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14143;14231;14239;14243;14;14
S2TS-ZON-004;S2TS-ZON-004;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14145;14231;14239;14243;15;15
S2TS-ZON-003;S2TS-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14147;14232;14240;14243;0;0
S2TS-ZON-002;S2TS-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14149;14232;14240;14243;1;1
S2TS-ZON-001;S2TS-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14151;14232;14240;14243;2;2
INKP-ZON-006;INKP-ZON-006;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14091;14230;14238;14243;4;4
INKP-ZON-007;INKP-ZON-007;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14089;14230;14238;14243;3;3
INKP-ZON-008;INKP-ZON-008;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14087;14230;14238;14243;2;2
IVIP-ZON-001;IVIP-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14115;14231;14239;14243;0;0
IVIP-ZON-002;IVIP-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14117;14231;14239;14243;1;1
IVIP-ZON-003;IVIP-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;14119;14231;14239;14243;2;2
S2TN-ZON-021;S2TN-ZON-021;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13729;13967;13975;13983;1;1
S2TN-ZON-022;S2TN-ZON-022;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13731;13967;13975;13983;2;2
SMPS-ZON-001;SMPS-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13733;13967;13975;13983;3;3
SMPS-ZON-002;SMPS-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13735;13967;13975;13983;4;4
SMPS-ZON-003;SMPS-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13737;13967;13975;13983;5;5
SMPS-ZON-004;SMPS-ZON-004;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13739;13967;13975;13983;6;6
SMPS-ZON-005;SMPS-ZON-005;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13741;13967;13975;13983;7;7
SMPS-ZON-006;SMPS-ZON-006;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13743;13967;13975;13983;8;8
S2TN-ZON-023;S2TN-ZON-023;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13761;13968;13976;13983;1;1
S2TN-ZON-024;S2TN-ZON-024;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13763;13968;13976;13983;2;2
S2TN-ZON-025;S2TN-ZON-025;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13765;13968;13976;13983;3;3
S2TN-ZON-026;S2TN-ZON-026;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13767;13968;13976;13983;4;4
S2TN-ZON-027;S2TN-ZON-027;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13769;13968;13976;13983;5;5
S2TN-ZON-028;S2TN-ZON-028;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13771;13968;13976;13983;6;6
SAPR-ZON-001;SAPR-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13775;13968;13976;13983;8;8
S2TN-ZON-029;S2TN-ZON-029;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13779;13968;13976;13983;10;10
S2TN-ZON-030;S2TN-ZON-030;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13781;13968;13976;13983;11;11
S2TN-ZON-031;S2TN-ZON-031;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13783;13968;13976;13983;12;12
IPRO-ZON-001;IPRO-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13785;13968;13976;13983;13;13
S2TN-ZON-032;S2TN-ZON-032;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13791;13969;13977;13983;0;0
S2TN-ZON-033;S2TN-ZON-033;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13793;13969;13977;13983;1;1
S2TN-ZON-034;S2TN-ZON-034;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13795;13969;13977;13983;2;2
S2TN-ZON-035;S2TN-ZON-035;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13797;13969;13977;13983;3;3
SNKO-ZON-001;SNKO-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13799;13969;13977;13983;4;4
SNKO-ZON-002;SNKO-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13801;13969;13977;13983;5;5
SNKO-ZON-003;SNKO-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13803;13969;13977;13983;6;6
SNKO-ZON-004;SNKO-ZON-004;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13805;13969;13977;13983;7;7
SNKO-ZON-005;SNKO-ZON-005;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13807;13969;13977;13983;8;8
SNKP-ZON-001;SNKP-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13815;13969;13977;13983;12;12
SNKP-ZON-002;SNKP-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13817;13969;13977;13983;13;13
S2TN-ZON-036;S2TN-ZON-036;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13831;13970;13978;13983;4;4
S2TN-ZON-037;S2TN-ZON-037;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13833;13970;13978;13983;5;5
S2TN-ZON-038;S2TN-ZON-038;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13835;13970;13978;13983;6;6
S2TN-ZON-039;S2TN-ZON-039;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13837;13970;13978;13983;7;7
INKO-ZON-002;INKO-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13843;13970;13978;13983;10;10
INKO-ZON-001;INKO-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13845;13970;13978;13983;11;11
INKP-ZON-005;INKP-ZON-005;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13847;13970;13978;13983;12;12
INKP-ZON-004;INKP-ZON-004;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13849;13970;13978;13983;13;13
INKP-ZON-003;INKP-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13851;13970;13978;13983;14;14
INKP-ZON-002;INKP-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13853;13970;13978;13983;15;15
INKP-ZON-001;INKP-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13855;13971;13979;13983;0;0
SVIP-ZON-001;SVIP-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13883;13971;13979;13983;14;14
SVIP-ZON-002;SVIP-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13885;13971;13979;13983;15;15
S2TN-ZON-040;S2TN-ZON-040;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13903;13972;13980;13983;8;8
S2TN-ZON-041;S2TN-ZON-041;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13905;13972;13980;13983;9;9
S2TN-ZON-042;S2TN-ZON-042;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13907;13972;13980;13983;10;10
S2TN-ZON-043;S2TN-ZON-043;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13909;13972;13980;13983;11;11
S2TN-ZON-044;S2TN-ZON-044;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13911;13972;13980;13983;12;12
S2TN-ZON-045;S2TN-ZON-045;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13913;13972;13980;13983;13;13
S2TN-ZON-046;S2TN-ZON-046;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13915;13972;13980;13983;14;14
S2TN-ZON-047;S2TN-ZON-047;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13917;13972;13980;13983;15;15
S2TN-ZON-048;S2TN-ZON-048;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13919;13973;13981;13983;0;0
S2TN-ZON-049;S2TN-ZON-049;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13921;13973;13981;13983;1;1
S1TN-ZON-001;S1TN-ZON-001;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13923;13973;13981;13983;2;2
S1TN-ZON-002;S1TN-ZON-002;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13925;13973;13981;13983;3;3
S1TN-ZON-003;S1TN-ZON-003;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13927;13973;13981;13983;4;4
S1TN-ZON-004;S1TN-ZON-004;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13929;13973;13981;13983;5;5
S1TN-ZON-005;S1TN-ZON-005;CT06_PLC_F;10.133.50.37;28041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;13931;13973;13981;13983;6;6
