device_name;session_uid;plc_name;host;ct_upd;upd_state;port(i);url_publisher;offset_state(i)
UF-INKP-CAB-005;UF-INKP-CAB-005;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22217
UF-INKP-CAB-006;UF-INKP-CAB-006;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22223
UF-INKP-CAB-007;UF-INKP-CAB-007;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22229
2E09-ELE-002.PEVPres;2E09-ELE-002.PEVPres;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22235
UF-S2TN-CAB-036;UF-S2TN-CAB-036;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22241
UF-S2TS-CAB-014;UF-S2TS-CAB-014;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22247
UF-SNKO-CAB-001;UF-SNKO-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22253
UF-SNKO-CAB-002;UF-SNKO-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22259
UF-SNKO-CAB-003;UF-SNKO-CAB-003;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22265
UF-SNKO-CAB-004;UF-SNKO-CAB-004;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22271
UF-SNKP-CAB-001;UF-SNKP-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22277
UF-SNKP-CAB-002;UF-SNKP-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22283
CC.12;CC.12;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22289
UF-2E10-CAB-001;UF-2E10-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22295
UF-2E10-CAB-002;UF-2E10-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22301
UF-2E10-CAB-003;UF-2E10-CAB-003;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22307
UF-ICNP-CAB-001;UF-ICNP-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22313
UF-ICNP-CAB-002;UF-ICNP-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22319
UF-ICNP-CAB-003;UF-ICNP-CAB-003;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22325
UF-ICNP-CAB-004;UF-ICNP-CAB-004;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22331
UF-ICNP-CAB-005;UF-ICNP-CAB-005;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22337
UF-S2TN-CAB-034;UF-S2TN-CAB-034;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22343
UF-S2TN-CAB-035;UF-S2TN-CAB-035;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22349
UF-S2TS-CAB-015;UF-S2TS-CAB-015;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22355
UF-S2TS-CAB-016;UF-S2TS-CAB-016;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22361
UF-S2TS-CAB-017;UF-S2TS-CAB-017;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22367
CC.13;CC.13;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22373
CC.14;CC.14;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22379
UF-2E11-CAB-001;UF-2E11-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22385
UF-2E11-CAB-002;UF-2E11-CAB-002;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22391
UF-IPRO-AIM-001;UF-IPRO-AIM-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22397
UF-IPRO-CAB-001;UF-IPRO-CAB-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22403
UF-S2TN-CAB-032;UF-S2TN-CAB-032;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22409
UF-S2TN-CAB-033;UF-S2TN-CAB-033;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22415
UF-S2TS-CAB-018;UF-S2TS-CAB-018;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22421
CC.15;CC.15;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22427
2E11-ELE-002.PEVPres;2E11-ELE-002.PEVPres;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e11_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22433
CT05-RACK-RADIO.IntABIERTO;CT05-RACK-RADIO.IntABIERTO;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22439
CT05-RACK-COM.IntABIERTO;CT05-RACK-COM.IntABIERTO;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22445
CT05-RACK-MEGAF.IntABIERTO;CT05-RACK-MEGAF.IntABIERTO;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22451
CC.28;CC.28;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22457
CT05-P106.IntABIERTO;CT05-P106.IntABIERTO;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22463
CT05-P206.IntABIERTO;CT05-P206.IntABIERTO;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22469
CT05-P104.IntABIERTO;CT05-P104.IntABIERTO;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22475
CT05-P105.IntABIERTO;CT05-P105.IntABIERTO;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_ct05_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22481
UF-INKP-AIM-001;UF-INKP-AIM-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e09_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22487
UF-IVIP-AIM-001;UF-IVIP-AIM-001;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e07_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22493
2E10-ELE-002.PEVPres;2E10-ELE-002.PEVPres;CT05_PLC_G;10.133.50.37;PLC_CT05;upd_fail_2e10_2;28035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22499
