device_name;session_uid;url_publisher;read_permission;write_permission;endpoint
ICCO-CAM-002;ICCO-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.14'
S2TS-CAM-022;S2TS-CAM-022;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.2'
S2TN-CAM-028;S2TN-CAM-028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.4'
S2TS-CAM-023;S2TS-CAM-023;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.3'
S2TN-DOM-018;S2TN-DOM-018;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.7'
S2TS-DOM-010;S2TS-DOM-010;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.4'
S2TN-CAM-027;S2TN-CAM-027;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.6'
S2TS-CAM-024;S2TS-CAM-024;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.5'
S2TS-CAM-025;S2TS-CAM-025;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.6'
S2TN-CAM-026;S2TN-CAM-026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.8'
S2TN-DOM-017;S2TN-DOM-017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.9'
S2TS-DOM-011;S2TS-DOM-011;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.7'
S2TS-CAM-026;S2TS-CAM-026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.9'
S2TN-CAM-025;S2TN-CAM-025;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.11'
S2TS-CAM-027;S2TS-CAM-027;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.10'
S2TN-CAM-024;S2TN-CAM-024;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.13'
S2TN-DOM-016;S2TN-DOM-016;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.10'
S2TS-DOM-012;S2TS-DOM-012;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.12'
S2TS-CAM-028;S2TS-CAM-028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.11'
S2TN-CAM-023;S2TN-CAM-023;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.15'
S2TS-CAM-029;S2TS-CAM-029;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.13'
S2TN-DOM-015;S2TN-DOM-015;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.12.12'
S2TS-DOM-013;S2TS-DOM-013;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.14'
S2TN-CAM-022;S2TN-CAM-022;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.1'
S2TS-CAM-030;S2TS-CAM-030;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.15'
ICCP-CAM-004;ICCP-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.13'
ICCP-DOM-001;ICCP-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.11'
S2TS-CAM-031;S2TS-CAM-031;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.16'
S2TN-CAM-021;S2TN-CAM-021;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.2'
ICCP-CAM-001;ICCP-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.12'
S2TS-DOM-014;S2TS-DOM-014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.18'
S2TN-DOM-014;S2TN-DOM-014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.3'
ICCP-CAM-002;ICCP-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.14'
S2TN-CAM-020;S2TN-CAM-020;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.5'
S2TS-CAM-032;S2TS-CAM-032;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.17'
S2TN-DOM-013;S2TN-DOM-013;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.6'
S2TS-DOM-015;S2TS-DOM-015;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.20'
ICCP-CAM-003;ICCP-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.15'
S2TS-CAM-033;S2TS-CAM-033;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.14.19'
S2TN-CAM-019;S2TN-CAM-019;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.13.4'
S2TS-CAM-034;S2TS-CAM-034;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.1'
S2TN-CAM-018;S2TN-CAM-018;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.1'
S2TN-DOM-012;S2TN-DOM-012;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.2'
S2TS-DOM-016;S2TS-DOM-016;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.3'
S2TS-CAM-035;S2TS-CAM-035;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.2'
S2TN-CAM-017;S2TN-CAM-017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.3'
S2TS-CAM-036;S2TS-CAM-036;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.4'
S2TN-CAM-016;S2TN-CAM-016;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.4'
S2TN-DOM-011;S2TN-DOM-011;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.6'
S2TS-DOM-017;S2TS-DOM-017;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.6'
S2TS-CAM-037;S2TS-CAM-037;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.5'
S2TN-CAM-015;S2TN-CAM-015;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.5'
S2TS-CAM-038;S2TS-CAM-038;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.7'
S2TN-CAM-014;S2TN-CAM-014;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.7'
S2TN-DOM-010;S2TN-DOM-010;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.8'
S2TS-DOM-018;S2TS-DOM-018;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.9'
S2TS-CAM-039;S2TS-CAM-039;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.8'
S2TN-CAM-013;S2TN-CAM-013;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.9'
S2TS-CAM-040;S2TS-CAM-040;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.10'
S2TN-CAM-012;S2TN-CAM-012;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.10'
S2TN-DOM-009;S2TN-DOM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.15.11'
S2TS-DOM-019;S2TS-DOM-019;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.12'
IBTO-DOM-001;IBTO-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.22'
S2TS-CAM-041;S2TS-CAM-041;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.16.17'
S2TN-CAM-011;S2TN-CAM-011;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.1'
S2TS-CAM-042;S2TS-CAM-042;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.1'
S2TN-DOM-008;S2TN-DOM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.2'
IBTO-CAM-002;IBTO-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.8'
IBTO-CAM-001;IBTO-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.8'
S2TN-CAM-010;S2TN-CAM-010;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.3'
S2TS-CAM-043;S2TS-CAM-043;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.3'
S2TN-DOM-007;S2TN-DOM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.4'
S2TN-DOM-006;S2TN-DOM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.6'
S2TS-DOM-022;S2TS-DOM-022;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.6'
S2TS-CAM-044;S2TS-CAM-044;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.4'
S2TN-CAM-009;S2TN-CAM-009;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.5'
S2TS-CAM-045;S2TS-CAM-045;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.7'
S2TN-CAM-008;S2TN-CAM-008;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.7'
S2TS-CAM-046;S2TS-CAM-046;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.8'
S2TN-CAM-007;S2TN-CAM-007;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.9'
S2TN-DOM-005;S2TN-DOM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.10'
S2TS-DOM-023;S2TS-DOM-023;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.10'
S2TS-CAM-047;S2TS-CAM-047;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.18.9'
S2TS-DOM-024;S2TS-DOM-024;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.2'
S2TN-CAM-006;S2TN-CAM-006;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.11'
S2TS-CAM-048;S2TS-CAM-048;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.1'
S2TN-CAM-005;S2TN-CAM-005;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.13'
S2TN-DOM-003;S2TN-DOM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.14'
S2TS-CAM-049;S2TS-CAM-049;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.5'
S2TN-CAM-004;S2TN-CAM-004;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.15'
S2TN-DOM-002;S2TN-DOM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.16'
S2TS-DOM-026;S2TS-DOM-026;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.6'
S2TS-CAM-050;S2TS-CAM-050;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.7'
SBTP-CAM-001;SBTP-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.4'
S2TN-CAM-003;S2TN-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.17'
S2TS-CAM-051;S2TS-CAM-051;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.8'
SBTP-CAM-002;SBTP-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.10'
S2TN-CAM-002;S2TN-CAM-002;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.18'
S2TN-DOM-001;S2TN-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.19'
S2TS-DOM-027;S2TS-DOM-027;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.9'
S2TN-CAM-001;S2TN-CAM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.20'
SBTP-DOM-001;SBTP-DOM-001;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.19.11'
IBTO-CAM-003;IBTO-CAM-003;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;monitor;;'http://10.50.17.23'
