device_name;session_uid;ct_upd;upd_state;url_publisher;PLC_name;PLC_ip;PLC_port(i);read_permission;write_permission;offset_bie_door_open(i);offset_extinguisher_door_open(i);offset_extinguisher_extraction(i)
ICNP-BIE-007;ICNP-BIE-007;PLC_CT05;upd_fail_2e10_3;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22921;22921;22921
INKP-BIE-012;INKP-BIE-012;PLC_CT05;upd_fail_inkp_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22931;22931;22931
ICNP-BIE-005;ICNP-BIE-005;PLC_CT05;upd_fail_icnp_4;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22941;22941;22941
INKP-BIE-010;INKP-BIE-010;PLC_CT05;upd_fail_inkp_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22951;22951;22951
ICNP-BIE-003;ICNP-BIE-003;PLC_CT05;upd_fail_icnp_4;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22961;22961;22961
INKP-BIE-008;INKP-BIE-008;PLC_CT05;upd_fail_inkp_4;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22971;22971;22971
ICNP-BIE-001;ICNP-BIE-001;PLC_CT05;upd_fail_icnp_4;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22981;22981;22981
INKP-BIE-006;INKP-BIE-006;PLC_CT05;upd_fail_inkp_4;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;22991;22991;22991
INKP-BIE-004;INKP-BIE-004;PLC_CT05;upd_fail_inkp_6;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23001;23001;23001
INKP-BIE-002;INKP-BIE-002;PLC_CT05;upd_fail_inkp_6;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23011;23011;23011
IVIP-BIE-005;IVIP-BIE-005;PLC_CT05;upd_fail_ivip;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23021;23021;23021
IVIP-BIE-004;IVIP-BIE-004;PLC_CT05;upd_fail_ivip;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23031;23031;23031
IVIP-BIE-002;IVIP-BIE-002;PLC_CT05;upd_fail_ivip;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23041;23041;23041
S2TN-BIE-014;S2TN-BIE-014;PLC_CT05;upd_fail_2e06;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23051;23051;23051
S2TS-BIE-016;S2TS-BIE-016;PLC_CT05;upd_fail_2e06_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23061;23061;23061
S2TN-BIE-016;S2TN-BIE-016;PLC_CT05;upd_fail_2e06;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23071;23071;23071
S2TS-BIE-018;S2TS-BIE-018;PLC_CT05;upd_fail_2e06_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23081;23081;23081
S2TN-BIE-018;S2TN-BIE-018;PLC_CT05;upd_fail_2e06;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23091;23091;23091
S2TS-BIE-020;S2TS-BIE-020;PLC_CT05;upd_fail_2e07_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23101;23101;23101
S2TN-BIE-020;S2TN-BIE-020;PLC_CT05;upd_fail_2e07;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23111;23111;23111
S2TS-BIE-022;S2TS-BIE-022;PLC_CT05;upd_fail_2e07_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23121;23121;23121
S2TN-BIE-022;S2TN-BIE-022;PLC_CT05;upd_fail_2e07;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23131;23131;23131
S2TS-BIE-024;S2TS-BIE-024;PLC_CT05;upd_fail_2e07_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23141;23141;23141
S2TN-BIE-024;S2TN-BIE-024;PLC_CT05;upd_fail_2e07;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23151;23151;23151
S2TS-BIE-026;S2TS-BIE-026;PLC_CT05;upd_fail_2e08_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23161;23161;23161
S2TN-BIE-026;S2TN-BIE-026;PLC_CT05;upd_fail_2e08;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23171;23171;23171
S2TS-BIE-028;S2TS-BIE-028;PLC_CT05;upd_fail_2e08_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23181;23181;23181
S2TN-BIE-028;S2TN-BIE-028;PLC_CT05;upd_fail_2e09;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23191;23191;23191
S2TS-BIE-030;S2TS-BIE-030;PLC_CT05;upd_fail_2e09_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23201;23201;23201
S2TN-BIE-030;S2TN-BIE-030;PLC_CT05;upd_fail_snko;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23211;23211;23211
S2TS-BIE-032;S2TS-BIE-032;PLC_CT05;upd_fail_2e10_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23221;23221;23221
S2TN-BIE-032;S2TN-BIE-032;PLC_CT05;upd_fail_2e10;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23231;23231;23231
S2TS-BIE-034;S2TS-BIE-034;PLC_CT05;upd_fail_2e10_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23241;23241;23241
S2TN-BIE-034;S2TN-BIE-034;PLC_CT05;upd_fail_2e10;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23251;23251;23251
S2TS-BIE-036;S2TS-BIE-036;PLC_CT05;upd_fail_2e11_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23261;23261;23261
S2TN-BIE-036;S2TN-BIE-036;PLC_CT05;upd_fail_2e11;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23271;23271;23271
S2TS-BIE-038;S2TS-BIE-038;PLC_CT05;upd_fail_2e11_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23281;23281;23281
S2TN-BIE-038;S2TN-BIE-038;PLC_CT05;upd_fail_2e11;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23291;23291;23291
SNKP-BIE-003;SNKP-BIE-003;PLC_CT05;upd_fail_snkp_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23301;23301;23301
SNKP-BIE-005;SNKP-BIE-005;PLC_CT05;upd_fail_snkp_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23311;23311;23311
SNKP-BIE-006;SNKP-BIE-006;PLC_CT05;upd_fail_snkp_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT05_PLC_B;10.133.50.37;28030;monitor;;23321;23321;23321
