device_name;deteccion_lazo;host;port(i);url_publisher;session_uid;bit_alarm(i);offset_alarm(i);bit_fail(i);offset_fail(i)
CT01-CCI-001.Z1PUL1;CT01-CCI-001;10.75.111.6;502;http://10.133.50.38:3001/api/v2/generic/;CT01-CCI-001.Z1PUL1;1;28674;2;28674
CT01-CCI-001.Z2DT1;CT01-CCI-001;10.75.111.6;502;http://10.133.50.38:3001/api/v2/generic/;CT01-CCI-001.Z2DT1;1;28675;2;28675
CT01-CCI-001.Z3PUL1;CT01-CCI-001;10.75.111.6;502;http://10.133.50.38:3001/api/v2/generic/;CT01-CCI-001.Z3PUL1;1;28676;2;28676
CT01-CCI-001.Z3DO1;CT01-CCI-001;10.75.111.6;502;http://10.133.50.38:3001/api/v2/generic/;CT01-CCI-001.Z3DO1;1;28678;2;28678
CT02-CCI-001.Z1DO1;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z1DO1;1;28672;2;28672
CT02-CCI-001.Z1DO2;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z1DO2;1;28673;2;28673
CT02-CCI-001.Z2DO1;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z2DO1;1;28676;2;28676
CT02-CCI-001.Z2DO2;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z2DO2;1;28677;2;28677
CT02-CCI-001.Z2DO3;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z2DO3;1;28678;2;28678
CT02-CCI-001.Z2DO4;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z2DO4;1;28679;2;28679
CT02-CCI-001.Z2DO5;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z2DO5;1;28681;2;28681
CT02-CCI-001.Z2DO6;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z2DO6;1;28682;2;28682
CT02-CCI-001.Z2PUL1;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z2PUL1;1;28683;2;28683
CT02-CCI-001.Z3PUL1;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z3PUL1;1;28684;2;28684
CT02-CCI-001.Z3DT1;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z3DT1;1;28686;2;28686
CT02-CCI-001.Z3DO1;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z3DO1;1;28687;2;28687
CT02-CCI-001.Z3DT2;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z3DT2;1;28688;2;28688
CT02-CCI-001.Z3DO2;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z3DO2;1;28690;2;28690
CT02-CCI-001.Z3DO3;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z3DO3;1;28691;2;28691
CT02-CCI-001.Z3DO4;CT02-CCI-001;10.75.112.6;502;http://10.133.50.38:3001/api/v2/generic/;CT02-CCI-001.Z3DO4;1;28692;2;28692
CT04-CCI-001.Z1PUL1;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z1PUL1;1;28672;2;28672
CT04-CCI-001.Z1DO1;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z1DO1;1;28673;2;28673
CT04-CCI-001.Z2DO1;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z2DO1;1;28675;2;28675
CT04-CCI-001.Z2PUL1;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z2PUL1;1;28676;2;28676
CT04-CCI-001.Z2DO2;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z2DO2;1;28678;2;28678
CT04-CCI-001.Z2PUL2;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z2PUL2;1;28681;2;28681
CT04-CCI-001.Z2DO3;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z2DO3;1;28682;2;28682
CT04-CCI-001.Z2DO4;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z2DO4;1;28683;2;28683
CT04-CCI-001.Z2PUL3;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z2PUL3;1;28685;2;28685
CT04-CCI-001.Z3DT1;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z3DT1;1;28686;2;28686
CT04-CCI-001.Z3DT2;CT04-CCI-001;10.75.114.6;502;http://10.133.50.38:3001/api/v2/generic/;CT04-CCI-001.Z3DT2;1;28687;2;28687
CT05-CCI-001.Z1DO1;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z1DO1;1;28673;2;28673
CT05-CCI-001.Z1DO2;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z1DO2;1;28674;2;28674
CT05-CCI-001.Z1DO3;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z1DO3;1;28675;2;28675
CT05-CCI-001.Z1DO4;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z1DO4;1;28676;2;28676
CT05-CCI-001.Z2PUL1;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2PUL1;1;28677;2;28677
CT05-CCI-001.Z2DO1;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO1;1;28679;2;28679
CT05-CCI-001.Z2DO2;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO2;1;28680;2;28680
CT05-CCI-001.Z2DO3;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO3;1;28681;2;28681
CT05-CCI-001.Z2DO4;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO4;1;28682;2;28682
CT05-CCI-001.Z2PUL2;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2PUL2;1;28684;2;28684
CT05-CCI-001.Z2DO5;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO5;1;28685;2;28685
CT05-CCI-001.Z2DO6;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO6;1;28686;2;28686
CT05-CCI-001.Z2PUL3;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2PUL3;1;28687;2;28687
CT05-CCI-001.Z2DO7;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO7;1;28689;2;28689
CT05-CCI-001.Z2DO8;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2DO8;1;28690;2;28690
CT05-CCI-001.Z2PUL4;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z2PUL4;1;28691;2;28691
CT05-CCI-001.Z3DT1;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z3DT1;1;28694;2;28694
CT05-CCI-001.Z3DT2;CT05-CCI-001;10.75.115.6;502;http://10.133.50.38:3001/api/v2/generic/;CT05-CCI-001.Z3DT2;1;28695;2;28695
CT06-CCI-001.Z1PUL1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z1PUL1;1;28672;2;28672
CT06-CCI-001.Z1DO1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z1DO1;1;28674;2;28674
CT06-CCI-001.Z2DO1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z2DO1;1;28675;2;28675
CT06-CCI-001.Z2DO2;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z2DO2;1;28677;2;28677
CT06-CCI-001.Z2DO3;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z2DO3;1;28678;2;28678
CT06-CCI-001.Z2PUL1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z2PUL1;1;28679;2;28679
CT06-CCI-001.Z3DO1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z3DO1;1;28681;2;28681
CT06-CCI-001.Z3PUL1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z3PUL1;1;28682;2;28682
CT06-CCI-001.Z4DT1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z4DT1;1;28684;2;28684
CT06-CCI-001.Z4DT2;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z4DT2;1;28685;2;28685
CT06-CCI-001.Z5DT1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z5DT1;1;28687;2;28687
CT06-CCI-001.Z5DO1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z5DO1;1;28688;2;28688
CT06-CCI-001.Z5PUL1;CT06-CCI-001;10.75.116.6;502;http://10.133.50.38:3001/api/v2/generic/;CT06-CCI-001.Z5PUL1;1;28690;2;28690
CT07-CCI-001.Z1PUL1;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z1PUL1;1;28673;2;28673
CT07-CCI-001.Z1DO1;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z1DO1;1;28674;2;28674
CT07-CCI-001.Z1DO2;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z1DO2;1;28675;2;28675
CT07-CCI-001.Z2PUL1;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z2PUL1;1;28677;2;28677
CT07-CCI-001.Z2DO1;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z2DO1;1;28678;2;28678
CT07-CCI-001.Z2DO2;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z2DO2;1;28679;2;28679
CT07-CCI-001.Z2DO3;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z2DO3;1;28680;2;28680
CT07-CCI-001.Z2PUL2;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z2PUL2;1;28682;2;28682
CT07-CCI-001.Z2DO4;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z2DO4;1;28683;2;28683
CT07-CCI-001.Z3DT1;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z3DT1;1;28684;2;28684
CT07-CCI-001.Z3DT2;CT07-CCI-001;10.75.117.6;502;http://10.133.50.38:3001/api/v2/generic/;CT07-CCI-001.Z3DT2;1;28685;2;28685
CT08-CCI-001.Z1DO1;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z1DO1;1;28672;2;28672
CT08-CCI-001.Z1DO2;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z1DO2;1;28673;2;28673
CT08-CCI-001.Z1PUL1;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z1PUL1;1;28674;2;28674
CT08-CCI-001.Z2DT1;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z2DT1;1;28676;2;28676
CT08-CCI-001.Z2DT2;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z2DT2;1;28677;2;28677
CT08-CCI-001.Z3DO1;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z3DO1;1;28679;2;28679
CT08-CCI-001.Z3DO2;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z3DO2;1;28680;2;28680
CT08-CCI-001.Z3DO3;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z3DO3;1;28681;2;28681
CT08-CCI-001.Z3DO4;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z3DO4;1;28682;2;28682
CT08-CCI-001.Z3PUL1;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z3PUL1;1;28684;2;28684
CT08-CCI-001.Z4PUL2;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z4PUL2;1;28686;2;28686
CT08-CCI-001.Z4DO7;CT08-CCI-001;10.75.118.6;502;http://10.133.50.38:3001/api/v2/generic/;CT08-CCI-001.Z4DO7;1;28687;2;28687
