device_name;session_uid;ct_upd;upd_state;url_publisher;PLC_name;PLC_ip;PLC_port(i);read_permission;write_permission;offset_bie_door_open(i);offset_extinguisher_door_open(i);offset_extinguisher_extraction(i)
S1TN-BIE-005;S1TN-BIE-005;PLC_CT04;upd_fail_1es3_1;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22911;22911;22911
S1TN-BIE-007;S1TN-BIE-007;PLC_CT04;upd_fail_1es4_1;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22921;22921;22921
S1TS-BIE-052;S1TS-BIE-052;PLC_CT04;upd_fail_1es4_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22931;22931;22931
S1TN-BIE-009;S1TN-BIE-009;PLC_CT04;upd_fail_1es4_1;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22941;22941;22941
S1TS-BIE-054;S1TS-BIE-054;PLC_CT04;upd_fail_1es4_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22951;22951;22951
S2TS-BIE-002;S2TS-BIE-002;PLC_CT04;upd_fail_2e03_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22961;22961;22961
S2TN-BIE-002;S2TN-BIE-002;PLC_CT04;upd_fail_2e03;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22971;22971;22971
S2TN-BIE-004;S2TN-BIE-004;PLC_CT04;upd_fail_2e03;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22981;22981;22981
S2TS-BIE-004;S2TS-BIE-004;PLC_CT04;upd_fail_2e03_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;22991;22991;22991
S2TS-BIE-006;S2TS-BIE-006;PLC_CT04;upd_fail_2e04_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23001;23001;23001
S2TN-BIE-006;S2TN-BIE-006;PLC_CT04;upd_fail_2e04;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23011;23011;23011
S2TS-BIE-008;S2TS-BIE-008;PLC_CT04;upd_fail_2e04_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23021;23021;23021
S2TN-BIE-008;S2TN-BIE-008;PLC_CT04;upd_fail_2e04;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23031;23031;23031
S2TN-BIE-010;S2TN-BIE-010;PLC_CT04;upd_fail_2e05;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23041;23041;23041
S2TS-BIE-010;S2TS-BIE-010;PLC_CT04;upd_fail_2e05_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23051;23051;23051
S2TS-BIE-012;S2TS-BIE-012;PLC_CT04;upd_fail_2e05_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23061;23061;23061
S2TN-BIE-012;S2TN-BIE-012;PLC_CT04;upd_fail_2e05;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23071;23071;23071
S2TS-BIE-014;S2TS-BIE-014;PLC_CT04;upd_fail_2e05_2;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;CT04_PLC_B;10.133.50.37;28023;monitor;;23081;23081;23081
