device_name;session_uid;plc_name;host;ct_upd;upd_state;port(i);url_publisher;offset_state(i)
UF-S1TS-CAB-022;UF-S1TS-CAB-022;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22271
1ES2-ELE-001.PEVPres;1ES2-ELE-001.PEVPres;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_1es2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22277
CT04-RACK-RADIO.IntABIERTO;CT04-RACK-RADIO.IntABIERTO;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22283
CT04-RACK-COM.IntABIERTO;CT04-RACK-COM.IntABIERTO;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22289
CT04-RACK-MEGAF.IntABIERTO;CT04-RACK-MEGAF.IntABIERTO;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22295
CC.10;CC.10;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22301
CC.25;CC.25;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22307
CT04-P108.IntABIERTO;CT04-P108.IntABIERTO;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22313
CT04-P205.IntABIERTO;CT04-P205.IntABIERTO;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22319
CT04-P207.IntABIERTO;CT04-P207.IntABIERTO;CT04_PLC_G;10.133.50.37;PLC_CT04;upd_fail_ct04_2;28028;http:\/\/10.133.50.38:3000\/api\/v2\/generic\/;22325
