root_device;signal;id;device;channel;description;controller;inverseLogic;xAddress;xStatusAddress
Central de alarmas LQ Sentido CA;fiberFaultAlarm;6;Siemens_OTS_CA;DI2005;LQ-OTS CA Alarma fibra Zona 6;OTS;false;1016;1216
Central de alarmas LQ Sentido CA;fiberFaultAlarm;7;Siemens_OTS_CA;DI2006;LQ-OTS CA Alarma fibra Zona 7;OTS;false;1017;1217
Central de alarmas LQ Sentido CA;fiberFaultAlarm;8;Siemens_OTS_CA;DI2007;LQ-OTS CA Alarma fibra Zona 8;OTS;false;1018;1218
Central de alarmas LQ Sentido CA;fiberFaultAlarm;9;Siemens_OTS_CA;DI2008;LQ-OTS CA Alarma fibra Zona 9;OTS;false;1019;1219
Central de alarmas LQ Sentido CA;fiberFaultAlarm;10;Siemens_OTS_CA;DI2009;LQ-OTS CA Alarma fibra Zona 10;OTS;false;1020;1220
Central de alarmas LQ Sentido CA;fiberFaultAlarm;11;Siemens_OTS_CA;DI2010;LQ-OTS CA Alarma fibra Zona 11;OTS;false;1021;1221
Central de alarmas LQ Sentido CA;averageTemperature;1;Siemens_OTS_CA;AI4000;LQ-OTS CA Temperatura media Zona 1;OTS;false;1022;1222
Central de alarmas LQ Sentido CA;averageTemperature;2;Siemens_OTS_CA;AI4002;LQ-OTS CA Temperatura media Zona 2;OTS;false;1024;1223
Central de alarmas LQ Sentido CA;averageTemperature;3;Siemens_OTS_CA;AI4004;LQ-OTS CA Temperatura media Zona 3;OTS;false;1026;1224
Central de alarmas LQ Sentido CA;averageTemperature;4;Siemens_OTS_CA;AI4006;LQ-OTS CA Temperatura media Zona 4;OTS;false;1028;1225
Central de alarmas LQ Sentido CA;averageTemperature;5;Siemens_OTS_CA;AI4008;LQ-OTS CA Temperatura media Zona 5;OTS;false;1030;1226
Central de alarmas LQ Sentido CA;averageTemperature;6;Siemens_OTS_CA;AI4010;LQ-OTS CA Temperatura media Zona 6;OTS;false;1032;1227
Central de alarmas LQ Sentido CA;averageTemperature;7;Siemens_OTS_CA;AI4012;LQ-OTS CA Temperatura media Zona 7;OTS;false;1034;1228
Central de alarmas LQ Sentido CA;averageTemperature;8;Siemens_OTS_CA;AI4014;LQ-OTS CA Temperatura media Zona 8;OTS;false;1036;1229
Central de alarmas LQ Sentido CA;averageTemperature;9;Siemens_OTS_CA;AI4016;LQ-OTS CA Temperatura media Zona 9;OTS;false;1038;1230
Central de alarmas LQ Sentido CA;averageTemperature;10;Siemens_OTS_CA;AI4018;LQ-OTS CA Temperatura media Zona 10;OTS;false;1040;1231
Central de alarmas LQ Sentido CA;averageTemperature;11;Siemens_OTS_CA;AI4020;LQ-OTS CA Temperatura media Zona 11;OTS;false;1042;1232
Central de alarmas LQ Sentido MA;zonesAlarm;1;Siemens_OTS_MA;DI0;LQ-OTS MA Alarma Zona 1;OTS;false;1044;1233
Central de alarmas LQ Sentido MA;zonesAlarm;2;Siemens_OTS_MA;DI1;LQ-OTS MA Alarma Zona 2;OTS;false;1045;1234
Central de alarmas LQ Sentido MA;zonesAlarm;3;Siemens_OTS_MA;DI2;LQ-OTS MA Alarma Zona 3;OTS;false;1046;1235
Central de alarmas LQ Sentido MA;zonesAlarm;4;Siemens_OTS_MA;DI3;LQ-OTS MA Alarma Zona 4;OTS;false;1047;1236
Central de alarmas LQ Sentido MA;zonesAlarm;5;Siemens_OTS_MA;DI4;LQ-OTS MA Alarma Zona 5;OTS;false;1048;1237
Central de alarmas LQ Sentido MA;zonesAlarm;6;Siemens_OTS_MA;DI5;LQ-OTS MA Alarma Zona 6;OTS;false;1049;1238
Central de alarmas LQ Sentido MA;zonesAlarm;7;Siemens_OTS_MA;DI6;LQ-OTS MA Alarma Zona 7;OTS;false;1050;1239
Central de alarmas LQ Sentido MA;zonesAlarm;8;Siemens_OTS_MA;DI7;LQ-OTS MA Alarma Zona 8;OTS;false;1051;1240
Central de alarmas LQ Sentido MA;zonesAlarm;9;Siemens_OTS_MA;DI8;LQ-OTS MA Alarma Zona 9;OTS;false;1052;1241
Central de alarmas LQ Sentido MA;fiberFaultAlarm;1;Siemens_OTS_MA;DI2000;LQ-OTS MA Alarma fibra Zona 1;OTS;false;1053;1242
Central de alarmas LQ Sentido MA;fiberFaultAlarm;2;Siemens_OTS_MA;DI2001;LQ-OTS MA Alarma fibra Zona 2;OTS;false;1054;1243
Central de alarmas LQ Sentido MA;fiberFaultAlarm;3;Siemens_OTS_MA;DI2002;LQ-OTS MA Alarma fibra Zona 3;OTS;false;1055;1244
Central de alarmas LQ Sentido MA;fiberFaultAlarm;4;Siemens_OTS_MA;DI2003;LQ-OTS MA Alarma fibra Zona 4;OTS;false;1056;1245
Central de alarmas LQ Sentido MA;fiberFaultAlarm;5;Siemens_OTS_MA;DI2004;LQ-OTS MA Alarma fibra Zona 5;OTS;false;1057;1246
Central de alarmas LQ Sentido MA;fiberFaultAlarm;6;Siemens_OTS_MA;DI2005;LQ-OTS MA Alarma fibra Zona 6;OTS;false;1058;1247
Central de alarmas LQ Sentido MA;fiberFaultAlarm;7;Siemens_OTS_MA;DI2006;LQ-OTS MA Alarma fibra Zona 7;OTS;false;1059;1248
Central de alarmas LQ Sentido MA;fiberFaultAlarm;8;Siemens_OTS_MA;DI2007;LQ-OTS MA Alarma fibra Zona 8;OTS;false;1060;1249
Central de alarmas LQ Sentido MA;fiberFaultAlarm;9;Siemens_OTS_MA;DI2008;LQ-OTS MA Alarma fibra Zona 9;OTS;false;1061;1250
Central de alarmas LQ Sentido MA;averageTemperature;1;Siemens_OTS_MA;AI4000;LQ-OTS MA Temperatura media Zona 1;OTS;false;1062;1251
Central de alarmas LQ Sentido MA;averageTemperature;2;Siemens_OTS_MA;AI4002;LQ-OTS MA Temperatura media Zona 2;OTS;false;1064;1252
Central de alarmas LQ Sentido MA;averageTemperature;3;Siemens_OTS_MA;AI4004;LQ-OTS MA Temperatura media Zona 3;OTS;false;1066;1253
Central de alarmas LQ Sentido MA;averageTemperature;4;Siemens_OTS_MA;AI4006;LQ-OTS MA Temperatura media Zona 4;OTS;false;1068;1254
Central de alarmas LQ Sentido MA;averageTemperature;5;Siemens_OTS_MA;AI4008;LQ-OTS MA Temperatura media Zona 5;OTS;false;1070;1255
Central de alarmas LQ Sentido MA;averageTemperature;6;Siemens_OTS_MA;AI4010;LQ-OTS MA Temperatura media Zona 6;OTS;false;1072;1256
Central de alarmas LQ Sentido MA;averageTemperature;7;Siemens_OTS_MA;AI4012;LQ-OTS MA Temperatura media Zona 7;OTS;false;1074;1257
Central de alarmas LQ Sentido MA;averageTemperature;8;Siemens_OTS_MA;AI4014;LQ-OTS MA Temperatura media Zona 8;OTS;false;1076;1258
Central de alarmas LQ Sentido MA;averageTemperature;9;Siemens_OTS_MA;AI4016;LQ-OTS MA Temperatura media Zona 9;OTS;false;1078;1259
