name;device;channel;description;controller;xAddress;xStatusAddress;xAlarmAddress;xAlarmStatusAddress;multiplier;offset;log;units;avg
LQ-VENT-VF1-MA;SOS_M1;M3AI1;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-01-MA;WAGO;16624;112;712;160;0.0625;0.0;false;C;false
LQ-VENT-VF2-MA;SOS_M1;M3AI2;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-02-MA;WAGO;16626;113;713;161;0.0625;0.0;false;C;false
LQ-VENT-VF2-MA;SOS_M1;M3AI3;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-02-MA;WAGO;16628;114;714;162;0.0625;0.0;false;C;false
LQ-VENT-VF11-CA;ARM_GAL_1;M1AI0;Nivel de Vibracion Ventilador VENT VF-11-CA;WAGO;16630;115;715;163;0.000763;0.0;false;mm/s;false
LQ-VENT-VF12-CA;ARM_GAL_1;M1AI1;Nivel de Vibracion Ventilador VENT VF-12-CA;WAGO;16632;116;716;164;0.000763;0.0;false;mm/s;false
LQ-VENT-VF13-CA;ARM_GAL_1;M1AI2;Nivel de Vibracion Ventilador VENT VF-13-CA;WAGO;16634;117;717;165;0.000763;0.0;false;mm/s;false
LQ-VENT-VF14-CA;ARM_GAL_1;M1AI3;Nivel de Vibracion Ventilador VENT VF-14-CA;WAGO;16636;118;718;166;0.000763;0.0;false;mm/s;false
LQ-VENT-VF5-MA;ARM_GAL_1;M1AI4;Nivel de Vibracion Ventilador VENT VF-05-MA;WAGO;16638;119;719;167;0.000763;0.0;false;mm/s;false
LQ-VENT-VF6-MA;ARM_GAL_1;M1AI5;Nivel de Vibracion Ventilador VENT VF-06-MA;WAGO;16640;120;720;168;0.000763;0.0;false;mm/s;false
LQ-VENT-VF7-MA;ARM_GAL_1;M1AI6;Nivel de Vibracion Ventilador VENT VF-07-MA;WAGO;16642;121;721;169;0.000763;0.0;false;mm/s;false
LQ-VENT-VF8-MA;ARM_GAL_1;M1AI7;Nivel de Vibracion Ventilador VENT VF-08-MA;WAGO;16644;122;722;170;0.000763;0.0;false;mm/s;false
LQ-VENT-VF11-CA;ARM_GAL_1;M2AI0;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-11-CA;WAGO;16646;123;723;171;0.0625;0.0;false;C;false
LQ-VENT-VF11-CA;ARM_GAL_1;M2AI1;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-11-CA;WAGO;16648;124;724;172;0.0625;0.0;false;C;false
LQ-VENT-VF12-CA;ARM_GAL_1;M2AI2;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-12-CA;WAGO;16650;125;725;173;0.0625;0.0;false;C;false
LQ-VENT-VF12-CA;ARM_GAL_1;M2AI3;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-12-CA;WAGO;16652;126;726;174;0.0625;0.0;false;C;false
LQ-VENT-VF13-CA;ARM_GAL_1;M3AI0;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-13-CA;WAGO;16654;127;727;175;0.0625;0.0;false;C;false
LQ-VENT-VF13-CA;ARM_GAL_1;M3AI1;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-13-CA;WAGO;16656;128;728;176;0.0625;0.0;false;C;false
LQ-VENT-VF14-CA;ARM_GAL_1;M3AI2;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-14-CA;WAGO;16658;129;729;177;0.0625;0.0;false;C;false
LQ-VENT-VF14-CA;ARM_GAL_1;M3AI3;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-14-CA;WAGO;16660;130;730;178;0.0625;0.0;false;C;false
LQ-VENT-VF5-MA;ARM_GAL_1;M3AI0;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-05-MA;WAGO;16662;131;731;179;0.0625;0.0;false;C;false
LQ-VENT-VF5-MA;ARM_GAL_1;M3AI1;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-05-MA;WAGO;16664;132;732;180;0.0625;0.0;false;C;false
LQ-VENT-VF6-MA;ARM_GAL_1;M3AI2;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-06-MA;WAGO;16666;133;733;181;0.0625;0.0;false;C;false
LQ-VENT-VF6-MA;ARM_GAL_1;M3AI3;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-06-MA;WAGO;16668;134;734;182;0.0625;0.0;false;C;false
LQ-VENT-VF7-MA;ARM_GAL_1;M4AI0;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-07-MA;WAGO;16670;135;735;183;0.0625;0.0;false;C;false
LQ-VENT-VF7-MA;ARM_GAL_1;M4AI1;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-07-MA;WAGO;16672;136;736;184;0.0625;0.0;false;C;false
LQ-VENT-VF8-MA;ARM_GAL_1;M4AI2;Temperatura Rodamientos Delantero Motor Ventilador VENT VF-08-MA;WAGO;16674;137;737;185;0.0625;0.0;false;C;false
LQ-VENT-VF8-MA;ARM_GAL_1;M4AI3;Temperatura Rodamientos Trasero Motor Ventilador VENT VF-08-MA;WAGO;16676;138;738;186;0.0625;0.0;false;C;false
LQ-CO-2MA;SOS_M2;M1AI0;Nivel de CO - M2;WAGO;16678;139;739;187;0.009158;0.0;true;ppm;false
LQ-NO-2MA;SOS_M2;M1AI1;Nivel de NO2 - M2;WAGO;16680;140;740;188;0.000611;0.0;true;ppm;false
LQ-OP-2MA;SOS_M2;M1AI2;Nivel de opacidad - M2;WAGO;16682;141;741;189;0.00000305250;0.0;true;m-1;false
